first_name,last_name,position,injury_status,game_date,slate,team,opp,confirmed_order,starting_pitcher,spread,over_under,implied_team_score,salary,L5_ppg_floor,L5_ppg_avg,L5_ppg_max,ppg_projection,value_projection,ppg_actual,value_actual
Brad,Miller,1B,,8/26/21,,PHI,ARI,6,,-1.5,8.5,4.7,3500,0,5.8,10,7.9,2.26,,
Jake,Fraley,OF,,8/26/21,,SEA,KC,6,,-1.5,8,4.4,3000,0,3.6,10,7.8,2.6,,
Justin,Turner,3B,,8/26/21,,LAD,SD,,,-1.5,7.5,4,4900,0,4.2,10,7.8,1.59,,
Giancarlo,Stanton,OF,,8/26/21,,NYY,OAK,,,-1.5,8.5,4.3,4200,7,11.6,19,7.8,1.86,,
Josh,Bell,1B,,8/26/21,,WAS,MIA,4,,1.5,7.5,3.7,4100,0,7.2,11,7.8,1.9,,
Miguel,Rojas,SS,,8/26/21,,MIA,WAS,1,,-1.5,7.5,3.8,4200,0,3.6,10,7.8,1.86,,
Asdrubal,Cabrera,1B,,8/26/21,,ARI,PHI,3,,1.5,8.5,3.8,3100,0,2.6,13,7.8,2.52,,
Bobby,Dalbec,1B,,8/26/21,,BOS,MIN,9,,-1.5,10,6.2,3500,0,4.4,10,7.7,2.2,,
Alex,Dickerson,OF,,8/26/21,,SF,NYM,6,,-1.5,8.5,4.4,2600,2,5.8,8,7.7,2.96,,
Amed,Rosario,SS,,8/26/21,,CLE,TEX,2,,-1.5,9.5,5.2,4200,2,12,19,7.7,1.83,,
Francisco,Lindor,SS,,8/26/21,,NYM,SF,2,,1.5,8.5,4.1,4900,0,5.4,17,7.7,1.57,,
Javier,Baez,SS,,8/26/21,,NYM,SF,3,,1.5,8.5,4.1,5100,0,6.8,24,7.6,1.49,,
Mark,Canha,OF,,8/26/21,,OAK,NYY,,,1.5,8.5,4.2,3800,2,4.6,10,7.6,2,,
J.P.,Crawford,SS,,8/26/21,,SEA,KC,1,,-1.5,8,4.4,3700,2,4.8,12,7.6,2.05,,
Josh,Donaldson,3B,,8/26/21,,MIN,BOS,3,,1.5,10,3.8,3300,0,8,17,7.6,2.3,,
Chris,Taylor,3B,,8/26/21,,LAD,SD,,,-1.5,7.5,4,4600,3,9.2,17,7.5,1.63,,
Will,Smith,C,,8/26/21,,LAD,SD,,,-1.5,7.5,4,5000,,,,7.5,1.5,,
Christian,Vazquez,C,,8/26/21,,BOS,MIN,6,,-1.5,10,6.2,3100,0,5.6,10,7.5,2.42,,
Whit,Merrifield,2B,,8/26/21,,KC,SEA,1,,1.5,8,3.6,4900,0,15.8,28,7.5,1.53,,
Ben,Gamel,OF,,8/26/21,,PIT,STL,1,,1.5,8.5,3.7,2400,0,7.8,18,7.4,3.08,,
Mike,Yastrzemski,OF,,8/26/21,,SF,NYM,7,,-1.5,8.5,4.4,4100,0,4.2,9,7.4,1.8,,
Jorge,Polanco,2B,,8/26/21,,MIN,BOS,-1,,1.5,10,3.8,3400,0,10.8,20,7.4,2.18,,
Mitch,Garver,C,,8/26/21,,MIN,BOS,-1,,1.5,10,3.8,3700,2,6.8,15,7.3,1.97,,
Brandon,Crawford,SS,,8/26/21,,SF,NYM,4,,-1.5,8.5,4.4,4500,5,8,12,7.3,1.62,,
Trent,Grisham,OF,,8/26/21,,SD,LAD,,,1.5,7.5,3.5,4100,0,4,10,7.3,1.78,,
Yadier,Molina,C,,8/26/21,,STL,PIT,5,,-1.5,8.5,4.8,3800,3,5.6,10,7.2,1.89,,
Harrison,Bader,OF,,8/26/21,,STL,PIT,8,,-1.5,8.5,4.8,2600,0,4.4,13,7.2,2.77,,
Isiah,Kiner-Falefa,SS,,8/26/21,,TEX,CLE,1,,1.5,9.5,4.3,3700,5,10.2,20,7.2,1.95,,
Nick,Solak,2B,,8/26/21,,TEX,CLE,7,,1.5,9.5,4.3,2200,0,5.8,17,7.2,3.27,,
DJ,LeMahieu,2B,,8/26/21,,NYY,OAK,,,-1.5,8.5,4.3,3700,0,7.6,18,7.2,1.95,,
Yonny,Hernandez,2B,,8/26/21,,TEX,CLE,-1,,1.5,9.5,4.3,2400,0,4.2,10,7.2,3,,
Yadiel,Hernandez,OF,,8/26/21,,WAS,MIA,5,,1.5,7.5,3.7,2400,3,7.2,16,7.2,3,,
Wilmer,Flores,1B,,8/26/21,,SF,NYM,5,,-1.5,8.5,4.4,3600,0,3.2,13,7.1,1.97,,
Jed,Lowrie,2B,,8/26/21,,OAK,NYY,,,1.5,8.5,4.2,4000,0,2.8,8,7.1,1.78,,
Colin,Moran,1B,,8/26/21,,PIT,STL,4,,1.5,8.5,3.7,3800,0,4,15,7.1,1.87,,
Brian,Anderson,3B,,8/26/21,,MIA,WAS,5,,-1.5,7.5,3.8,3400,0,7,15,7.1,2.09,,
Jake,Cronenworth,SS,,8/26/21,,SD,LAD,,,1.5,7.5,3.5,4100,0,5,9,7.1,1.73,,
Lewis,Brinson,OF,,8/26/21,,MIA,WAS,3,,-1.5,7.5,3.8,2400,0,2.2,8,7,2.92,,
Alcides,Escobar,SS,,8/26/21,,WAS,MIA,2,,1.5,7.5,3.7,3800,3,9,17,7,1.84,,
Buster,Posey,C,DTD,8/26/21,,SF,NYM,-1,,-1.5,8.5,4.4,4300,0,2.4,5,7,1.63,,
Paul,DeJong,SS,,8/26/21,,STL,PIT,-1,,-1.5,8.5,4.8,3800,0,2.6,6,7,1.84,,
Kris,Bryant,3B,,8/26/21,,SF,NYM,3,,-1.5,8.5,4.4,5300,0,5.6,11,7,1.32,,
Rougned,Odor,3B,,8/26/21,,NYY,OAK,,,-1.5,8.5,4.3,2900,0,3,9,6.9,2.38,,
Odubel,Herrera,OF,,8/26/21,,PHI,ARI,1,,-1.5,8.5,4.7,4000,0,6.8,25,6.8,1.7,,
Ty,France,1B,,8/26/21,,SEA,KC,4,,-1.5,8,4.4,4000,3,9.8,20,6.8,1.7,,
J.D.,Davis,3B,,8/26/21,,NYM,SF,-1,,1.5,8.5,4.1,3500,0,7,22,6.8,1.94,,
Christian,Walker,1B,,8/26/21,,ARI,PHI,6,,1.5,8.5,3.8,2600,0,5.4,9,6.8,2.62,,
Carlos,Santana,1B,DTD,8/26/21,,KC,SEA,-1,,1.5,8,3.6,3500,0,5.8,21,6.8,1.94,,
Dominic,Smith,OF,,8/26/21,,NYM,SF,5,,1.5,8.5,4.1,3200,0,2.6,13,6.7,2.09,,
Andres,Gimenez,2B,,8/26/21,,CLE,TEX,9,,-1.5,9.5,5.2,2800,0,2.6,5,6.7,2.39,,
Eric,Hosmer,1B,,8/26/21,,SD,LAD,,,1.5,7.5,3.5,3200,0,6.6,12,6.7,2.09,,
Seth,Brown,OF,,8/26/21,,OAK,NYY,,,1.5,8.5,4.2,2700,0,3.8,12,6.7,2.48,,
Matt,Chapman,3B,,8/26/21,,OAK,NYY,,,1.5,8.5,4.2,4700,0,3.2,10,6.6,1.4,,
Abraham,Toro,2B,,8/26/21,,SEA,KC,5,,-1.5,8,4.4,3800,3,7.2,11,6.6,1.74,,
Brandon,Nimmo,OF,,8/26/21,,NYM,SF,1,,1.5,8.5,4.1,3700,3,10,23,6.6,1.78,,
Didi,Gregorius,SS,,8/26/21,,PHI,ARI,5,,-1.5,8.5,4.7,3900,0,2.4,8,6.6,1.69,,
Andy,Ibanez,2B,,8/26/21,,TEX,CLE,2,,1.5,9.5,4.3,2200,3,12,27,6.6,3,,
Pavin,Smith,1B,,8/26/21,,ARI,PHI,5,,1.5,8.5,3.8,3300,0,4.8,11,6.6,2,,
DJ,Peters,OF,,8/26/21,,TEX,CLE,-1,,1.5,9.5,4.3,2200,0,4.6,13,6.6,3,,
Victor,Robles,OF,DTD,8/26/21,,WAS,MIA,1,,1.5,7.5,3.7,2000,0,6.2,15,6.5,3.25,,
Jarred,Kelenic,OF,,8/26/21,,SEA,KC,7,,-1.5,8,4.4,2300,0,4,17,6.5,2.83,,
Tommy,Pham,OF,,8/26/21,,SD,LAD,,,1.5,7.5,3.5,4300,0,3.4,8,6.5,1.51,,
Gregory,Polanco,OF,,8/26/21,,PIT,STL,6,,1.5,8.5,3.7,2900,0,5.4,13,6.4,2.21,,
Corey,Seager,SS,,8/26/21,,LAD,SD,,,-1.5,7.5,4,5000,2,5.6,14,6.4,1.28,,
Tommy,La Stella,2B,,8/26/21,,SF,NYM,2,,-1.5,8.5,4.4,3100,0,3,7,6.3,2.03,,
Brent,Rooker,OF,,8/26/21,,MIN,BOS,2,,1.5,10,3.8,2400,0,4.8,11,6.3,2.63,,
AJ,Pollock,OF,,8/26/21,,LAD,SD,,,-1.5,7.5,4,3800,2,6.6,10,6.3,1.66,,
Michael,Conforto,OF,,8/26/21,,NYM,SF,-1,,1.5,8.5,4.1,3100,0,3.6,7,6.3,2.03,,
Andrew,Velazquez,SS,,8/26/21,,NYY,OAK,,,-1.5,8.5,4.3,2000,4,10.4,23,6.3,3.15,,
Andrew,Benintendi,OF,,8/26/21,,KC,SEA,5,,1.5,8,3.6,3200,0,8.6,24,6.3,1.97,,
Josh,Rojas,2B,,8/26/21,,ARI,PHI,7,,1.5,8.5,3.8,4500,0,4.4,16,6.2,1.38,,
Hunter,Dozier,3B,,8/26/21,,KC,SEA,4,,1.5,8,3.6,2700,0,4.8,15,6.2,2.3,,
Jarren,Duran,OF,,8/26/21,,BOS,MIN,8,,-1.5,10,6.2,3300,0,9,17,6.1,1.85,,
Cody,Bellinger,OF,,8/26/21,,LAD,SD,,,-1.5,7.5,4,3900,0,2.6,7,6.1,1.56,,
Jesus,Sanchez,OF,,8/26/21,,MIA,WAS,4,,-1.5,7.5,3.8,2700,2,6.2,14,6.1,2.26,,
Miguel,Sano,1B,,8/26/21,,MIN,BOS,4,,1.5,10,3.8,3200,0,9.6,23,5.9,1.84,,
Luke,Voit,1B,,8/26/21,,NYY,OAK,,,-1.5,8.5,4.3,3100,2,12.4,29,5.8,1.87,,
Willians,Astudillo,1B,,8/26/21,,MIN,BOS,7,,1.5,10,3.8,2000,0,2.8,9,5.8,2.9,,
Kevin,Newman,SS,,8/26/21,,PIT,STL,7,,1.5,8.5,3.7,3200,0,6.8,12,5.8,1.81,,
Cal,Raleigh,C,,8/26/21,,SEA,KC,8,,-1.5,8,4.4,2300,0,4.2,8,5.7,2.48,,
Carson,Kelly,C,,8/26/21,,ARI,PHI,4,,1.5,8.5,3.8,4700,0,5.2,14,5.7,1.21,,
Nicky,Lopez,SS,,8/26/21,,KC,SEA,2,,1.5,8,3.6,3500,2,11,26,5.7,1.63,,
Adam,Frazier,2B,,8/26/21,,SD,LAD,,,1.5,7.5,3.5,3900,0,3,5,5.6,1.44,,
Nick,Ahmed,SS,,8/26/21,,ARI,PHI,1,,1.5,8.5,3.8,3300,0,1,3,5.6,1.7,,
Gary,Sanchez,C,,8/26/21,,NYY,OAK,,,-1.5,8.5,4.3,4000,0,6,15,5.6,1.4,,
Joey,Gallo,OF,,8/26/21,,NYY,OAK,,,-1.5,8.5,4.3,4200,2,4.8,8,5.6,1.33,,
Jose,Trevino,C,,8/26/21,,TEX,CLE,6,,1.5,9.5,4.3,2200,0,6.8,18,5.6,2.55,,
Nathaniel,Lowe,1B,,8/26/21,,TEX,CLE,5,,1.5,9.5,4.3,2800,0,10.8,30,5.5,1.96,,
Josh,Harrison,2B,,8/26/21,,OAK,NYY,,,1.5,8.5,4.2,3100,0,8,19,5.5,1.77,,
Ronald,Torreyes,3B,,8/26/21,,PHI,ARI,7,,-1.5,8.5,4.7,3100,0,2.6,6,5.5,1.77,,
Elvis,Andrus,SS,,8/26/21,,OAK,NYY,,,1.5,8.5,4.2,2500,0,2.8,11,5.5,2.2,,
Jorge,Alfaro,1B,,8/26/21,,MIA,WAS,6,,-1.5,7.5,3.8,2900,0,6.2,10,5.4,1.86,,
Wil,Myers,OF,DTD,8/26/21,,SD,LAD,,,1.5,7.5,3.5,3700,0,5,11,5.4,1.46,,
Sean,Murphy,C,,8/26/21,,OAK,NYY,,,1.5,8.5,4.2,3600,0,5.4,11,5.4,1.5,,
Patrick,Mazeika,C,,8/26/21,,NYM,SF,8,,1.5,8.5,4.1,2500,0,1.4,5,5.3,2.12,,
Jonathan,Villar,SS,,8/26/21,,NYM,SF,6,,1.5,8.5,4.1,3900,0,4.6,10,5.3,1.36,,
Owen,Miller,1B,,8/26/21,,CLE,TEX,6,,-1.5,9.5,5.2,2500,2,8.2,17,5.2,2.08,,
Jake,Bauers,OF,,8/26/21,,SEA,KC,9,,-1.5,8,4.4,2700,0,8.4,17,5.2,1.93,,
Luis,Garcia,2B,,8/26/21,,WAS,MIA,7,,1.5,7.5,3.7,3000,0,5.6,12,5,1.67,,
Ryan,O'Hearn,1B,,8/26/21,,KC,SEA,8,,1.5,8,3.6,3000,0,2,10,5,1.67,,
Hanser,Alberto,2B,,8/26/21,,KC,SEA,7,,1.5,8,3.6,2700,0,3.4,12,5,1.85,,
Michael,Chavis,1B,,8/26/21,,PIT,STL,2,,1.5,8.5,3.7,3200,0,5.2,11,5,1.56,,
Bryan,De La Cruz,OF,,8/26/21,,MIA,WAS,8,,-1.5,7.5,3.8,2600,0,7.2,13,4.9,1.88,,
Ryan,Dorow,3B,,8/26/21,,TEX,CLE,9,,1.5,9.5,4.3,2000,,,,4.9,2.45,,
Christian,Arroyo,2B,,8/26/21,,BOS,MIN,7,,-1.5,10,6.2,2800,0,9.4,25,4.8,1.71,,
Luis,Arraez,3B,,8/26/21,,MIN,BOS,5,,1.5,10,3.8,2600,0,6.4,12,4.8,1.85,,
Emmanuel,Rivera,3B,,8/26/21,,KC,SEA,9,,1.5,8,3.6,2700,2,9.4,22,4.8,1.78,,
Yan,Gomes,C,,8/26/21,,OAK,NYY,,,1.5,8.5,4.2,3100,0,5.6,13,4.6,1.48,,
Ryan,Jeffers,C,,8/26/21,,MIN,BOS,6,,1.5,10,3.8,2500,0,5,9,4.5,1.8,,
Austin,Hedges,C,,8/26/21,,CLE,TEX,8,,-1.5,9.5,5.2,2300,0,6.8,12,4.3,1.87,,
Tres,Barrera,C,,8/26/21,,WAS,MIA,8,,1.5,7.5,3.7,2300,0,7,15,4.3,1.87,,
Andrelton,Simmons,SS,,8/26/21,,MIN,BOS,9,,1.5,10,3.8,2000,2,7,10,4.2,2.1,,
Carter,Kieboom,3B,,8/26/21,,WAS,MIA,6,,1.5,7.5,3.7,2300,0,4.8,7,4.1,1.78,,
Lars,Nootbaar,OF,,8/26/21,,STL,PIT,6,,-1.5,8.5,4.8,2200,0,5.8,11,4,1.82,,
Daniel,Johnson,OF,,8/26/21,,CLE,TEX,7,,-1.5,9.5,5.2,2000,0,7,12,4,2,,
Tyler,Wade,3B,,8/26/21,,NYY,OAK,,,-1.5,8.5,4.3,2200,0,6.2,15,3.9,1.77,,
Kevin,Pillar,OF,,8/26/21,,NYM,SF,7,,1.5,8.5,4.1,2800,0,3.2,11,3.8,1.36,,
Tony,Kemp,2B,,8/26/21,,OAK,NYY,,,1.5,8.5,4.2,2300,0,5.2,12,3.7,1.61,,
Mitch,Moreland,1B,,8/26/21,,OAK,NYY,,,1.5,8.5,4.2,2500,0,3,8,3.6,1.44,,
Edmundo,Sosa,SS,,8/26/21,,STL,PIT,7,,-1.5,8.5,4.8,2200,0,5,13,3.6,1.64,,
Austin,Nola,C,,8/26/21,,SD,LAD,,,1.5,7.5,3.5,2800,0,3.8,14,3.6,1.29,,
Kyle,Higashioka,C,,8/26/21,,NYY,OAK,,,-1.5,8.5,4.3,2700,0,5.2,21,3.5,1.3,,
Nick,Gordon,2B,,8/26/21,,MIN,BOS,8,,1.5,10,3.8,2100,0,6.2,17,3.3,1.57,,
Travis,Jankowski,OF,,8/26/21,,PHI,ARI,8,,-1.5,8.5,4.7,2600,0,2,7,3.2,1.23,,
Victor,Caratini,C,,8/26/21,,SD,LAD,,,1.5,7.5,3.5,2900,0,1.8,7,3.2,1.1,,
Chad,Pinder,OF,,8/26/21,,OAK,NYY,,,1.5,8.5,4.2,2300,0,2.8,10,2.9,1.26,,
Curt,Casali,C,,8/26/21,,SF,NYM,8,,-1.5,8.5,4.4,2300,0,2.4,7,2.9,1.26,,
Drew,Ellis,2B,,8/26/21,,ARI,PHI,8,,1.5,8.5,3.8,2200,0,4,14,2.8,1.27,,
Brett,Gardner,OF,DTD,8/26/21,,NYY,OAK,,,-1.5,8.5,4.3,2100,0,3,10,2.6,1.24,,
Gavin,Lux,SS,,8/26/21,,LAD,SD,,,-1.5,7.5,4,3000,0,0.4,2,2.6,0.87,,
Isan,Diaz,2B,,8/26/21,,MIA,WAS,7,,-1.5,7.5,3.8,2500,0,1,3,2.6,1.04,,
Jason,Martin,OF,,8/26/21,,TEX,CLE,4,,1.5,9.5,4.3,2000,0,5,13,2.6,1.3,,
Jurickson,Profar,1B,,8/26/21,,SD,LAD,,,1.5,7.5,3.5,2100,0,2.6,11,2.4,1.14,,
Albert,Pujols,1B,,8/26/21,,LAD,SD,,,-1.5,7.5,4,2200,0,1.8,7,2.4,1.09,,
Jake,Marisnick,OF,,8/26/21,,SD,LAD,,,1.5,7.5,3.5,3000,0,0,0,2.4,0.8,,
Billy,McKinney,OF,,8/26/21,,LAD,SD,,,-1.5,7.5,4,2000,0,3.4,12,2.3,1.15,,
Matt,Beaty,1B,,8/26/21,,LAD,SD,,,-1.5,7.5,4,2100,0,2,10,2.2,1.05,,
Austin,Barnes,C,,8/26/21,,LAD,SD,,,-1.5,7.5,4,2600,0,0,0,2.2,0.85,,
Michael,Perez,C,,8/26/21,,PIT,STL,8,,1.5,8.5,3.7,2400,0,0.4,2,2,0.83,,
Wilmer,Difo,2B,,8/26/21,,PIT,STL,5,,1.5,8.5,3.7,2000,0,1.6,3,1.8,0.9,,
Rob,Refsnyder,OF,,8/26/21,,MIN,BOS,1,,1.5,10,3.8,2000,0,1.6,5,1.8,0.9,,
Leody,Taveras,OF,,8/26/21,,TEX,CLE,8,,1.5,9.5,4.3,2000,0,1.2,6,1.6,0.8,,
Ha-Seong,Kim,2B,,8/26/21,,SD,LAD,,,1.5,7.5,3.5,2000,0,0.4,2,1.2,0.6,,
Cody,Thomas,OF,O,8/26/21,,OAK,NYY,,,1.5,8.5,4.2,2000,,,,0,0,,
Ramon,Laureano,OF,O,8/26/21,,OAK,NYY,,,1.5,8.5,4.2,3100,0,10,21,0,0,,
Jay,Bruce,1B,O,8/26/21,,NYY,OAK,,,-1.5,8.5,4.3,2400,0,1.6,8,0,0,,
Rene,Rivera,C,O,8/26/21,,WAS,MIA,-1,,1.5,7.5,3.7,3300,0,4.2,9,0,0,,
Robinson,Cano,2B,O,8/26/21,,NYM,SF,-1,,1.5,8.5,4.1,2000,0,5.6,10,0,0,,
Charlie,Culberson,3B,O,8/26/21,,TEX,CLE,-1,,1.5,9.5,4.3,2300,0,4.8,10,0,0,,
Starlin,Castro,3B,O,8/26/21,,WAS,MIA,-1,,1.5,7.5,3.7,3800,3,11.8,19,0,0,,
Heliot,Ramos,OF,O,8/26/21,,SF,NYM,-1,,-1.5,8.5,4.4,2000,,,,0,0,,
Mark,Vientos,3B,O,8/26/21,,NYM,SF,-1,,1.5,8.5,4.1,2000,,,,0,0,,
Brock,Holt,3B,O,8/26/21,,TEX,CLE,-1,,1.5,9.5,4.3,2200,3,6.8,12,0,0,,
Josh,Jung,3B,O,8/26/21,,TEX,CLE,-1,,1.5,9.5,4.3,2000,,,,0,0,,
Seth,Beer,OF,O,8/26/21,,ARI,PHI,-1,,1.5,8.5,3.8,2000,,,,0,0,,
Christian,Bethancourt,C,O,8/26/21,,PIT,STL,,,1.5,8.5,3.7,2000,,,,0,0,,
Socrates,Brito,OF,O,8/26/21,,NYY,OAK,,,-1.5,8.5,4.3,2000,,,,0,0,,
Scott,Kingery,2B,O,8/26/21,,PHI,ARI,-1,,-1.5,8.5,4.7,2000,0,0.4,2,0,0,,
Joe,Panik,2B,O,8/26/21,,MIA,WAS,-1,,-1.5,7.5,3.8,3200,0,4.4,13,0,0,,
Blake,Swihart,C,O,8/26/21,,WAS,MIA,,,1.5,7.5,3.7,2000,,,,0,0,,
Nick,Dini,C,O,8/26/21,,KC,SEA,-1,,1.5,8,3.6,2700,,,,0,0,,
Jonah,Heim,C,O,8/26/21,,TEX,CLE,-1,,1.5,9.5,4.3,2400,0,4.6,12,0,0,,
Luken,Baker,1B,O,8/26/21,,STL,PIT,-1,,-1.5,8.5,4.8,2200,,,,0,0,,
Luis,Basabe,OF,O,8/26/21,,SF,NYM,-1,,-1.5,8.5,4.4,2000,,,,0,0,,
Pete,Kozma,2B,O,8/26/21,,OAK,NYY,,,1.5,8.5,4.2,2000,,,,0,0,,
