first_name,last_name,position,injury_status,game_date,slate,team,opp,confirmed_order,starting_pitcher,spread,over_under,implied_team_score,salary,L5_ppg_floor,L5_ppg_avg,L5_ppg_max,ppg_projection,value_projection,ppg_actual,value_actual
Austin,Romine,C,,4/25/21,,CHC,MIL,8,,1.5,6.5,3.1,2200,0,2.4,12,4.6,2.09,,
Chas,McCormick,OF,,4/25/21,,HOU,LAA,,,-1.5,8.5,4.5,3200,0,4.2,10,4.5,1.41,,
J.P.,Crawford,SS,,4/25/21,,SEA,BOS,9,,1.5,8.5,3.6,3100,0,4.4,9,4.5,1.45,,
Nicky,Lopez,SS,,4/25/21,,KC,DET,9,,-1.5,8,4.1,3200,0,6,19,4.5,1.41,,
Mike,Tauchman,OF,,4/25/21,,NYY,CLE,9,,-1.5,8,4.2,2000,0,1.2,3,4.4,2.2,,
Stephen,Vogt,C,,4/25/21,,ARI,ATL,6,,1.5,7,3,3500,0,3.2,9,4.2,1.2,,
Brock,Holt,3B,,4/25/21,,TEX,CWS,8,,1.5,7.5,3.2,3100,0,3.6,7,4.1,1.32,,
Aramis,Garcia,C,,4/25/21,,OAK,BAL,8,,-1.5,8,4.2,3000,0,3.8,9,4.1,1.37,,
Michael,Perez,C,,4/25/21,,PIT,MIN,,,1.5,8.5,3.5,2700,0,7,24,4,1.48,,
Max,Stassi,C,,4/25/21,,LAA,HOU,,,1.5,8.5,4,2400,0,4.4,7,3.9,1.63,,
Jacob,Stallings,C,,4/25/21,,PIT,MIN,,,1.5,8.5,3.5,3600,0,2.4,10,3.9,1.08,,
Andrew,Knizner,C,,4/25/21,,STL,CIN,,,-1.5,7,3.7,2200,0,5.4,10,3.9,1.77,,
Jose,Rojas,3B,,4/25/21,,LAA,HOU,,,1.5,8.5,4,2400,0,4.8,11,3.8,1.58,,
Todd,Frazier,1B,,4/25/21,,PIT,MIN,,,1.5,8.5,3.5,2800,0,2.6,8,3.5,1.25,,
Nick,Heath,OF,,4/25/21,,ARI,ATL,8,,1.5,7,3,2400,0,3.8,9,3.5,1.46,,
Scott,Schebler,OF,,4/25/21,,LAA,HOU,,,1.5,8.5,4,2100,0,6.2,18,3.2,1.52,,
Alex,Jackson,C,,4/25/21,,ATL,ARI,8,,-1.5,7,4,2900,0,2.2,9,3.2,1.1,,
Anthony,Bemboom,C,,4/25/21,,LAA,HOU,,,1.5,8.5,4,2100,0,2.6,5,2.6,1.24,,
Wilmer,Difo,2B,,4/25/21,,PIT,MIN,,,1.5,8.5,3.5,2700,0,1,3,2.6,0.96,,
Abraham,Toro,3B,,4/25/21,,HOU,LAA,,,-1.5,8.5,4.5,2700,0,0.6,3,2.4,0.89,,
Rodolfo,Castro,3B,,4/25/21,,PIT,MIN,,,1.5,8.5,3.5,2600,0,0,0,2.1,0.81,,
Robel,Garcia,3B,,4/25/21,,HOU,LAA,,,-1.5,8.5,4.5,2000,0,1.4,5,1.6,0.8,,
Juan,Lagares,OF,,4/25/21,,LAA,HOU,,,1.5,8.5,4,2000,0,0,0,0.9,0.45,,
Wander,Franco,SS,O,4/25/21,,TB,TOR,-1,,1.5,7.5,3.7,2000,,,,0,0,,
Jacob,Robson,OF,O,4/25/21,,DET,KC,-1,,1.5,8,3.9,2000,,,,0,0,,
Kevan,Smith,C,O,4/25/21,,TB,TOR,-1,,1.5,7.5,3.7,2500,0,4,15,0,0,,
Teoscar,Hernandez,OF,O,4/25/21,,TOR,TB,-1,,-1.5,7.5,3.9,3900,0,2,7,0,0,,
JT,Riddle,2B,O,4/25/21,,MIN,PIT,-1,,-1.5,8.5,5,2000,0,3,7,0,0,,
Max,Kepler,OF,O,4/25/21,,MIN,PIT,-1,,-1.5,8.5,5,3900,0,6.4,10,0,0,,
Stevie,Wilkerson,1B,O,4/25/21,,BAL,OAK,-1,,1.5,8,3.8,2200,,,,0,0,,
Andrelton,Simmons,SS,O,4/25/21,,MIN,PIT,-1,,-1.5,8.5,5,4100,0,6.8,21,0,0,,
Danny,Santana,1B,O,4/25/21,,BOS,SEA,-1,,-1.5,8.5,4.9,3900,0,5.8,10,0,0,,
Brendan,McKay,1B,O,4/25/21,,TB,TOR,-1,,1.5,7.5,3.7,3100,,,,0,0,,
Adrian,Sanchez,2B,O,4/25/21,,WAS,NYM,-1,,1.5,7.5,3.4,2000,,,,0,0,,
Robinson,Chirinos,C,O,4/25/21,,NYY,CLE,-1,,-1.5,8,4.2,2000,0,6.4,14,0,0,,
Freddy,Zamora,SS,O,4/25/21,,MIL,CHC,,,-1.5,6.5,3.4,2000,,,,0,0,,
Tristen,Lutz,OF,O,4/25/21,,MIL,CHC,,,-1.5,6.5,3.4,2000,,,,0,0,,
Jared,Oliva,OF,O,4/25/21,,PIT,MIN,,,1.5,8.5,3.5,2400,0,2.8,8,0,0,,
Andy,Ibanez,2B,O,4/25/21,,TEX,CWS,-1,,1.5,7.5,3.2,2100,,,,0,0,,
Jeremy,Pena,SS,O,4/25/21,,HOU,LAA,,,-1.5,8.5,4.5,2000,,,,0,0,,
Garrett,Whitley,OF,O,4/25/21,,TB,TOR,-1,,1.5,7.5,3.7,2000,,,,0,0,,
Taylor,Ward,OF,O,4/25/21,,LAA,HOU,,,1.5,8.5,4,2000,2,5,15,0,0,,
Nick,Dini,C,O,4/25/21,,KC,DET,-1,,-1.5,8,4.1,2000,,,,0,0,,
Buddy,Reed,OF,O,4/25/21,,OAK,BAL,,,-1.5,8,4.2,2000,,,,0,0,,
Cody,Thomas,OF,O,4/25/21,,OAK,BAL,,,-1.5,8,4.2,2000,,,,0,0,,
Kyle,Garlick,OF,O,4/25/21,,MIN,PIT,-1,,-1.5,8.5,5,2700,0,3.4,8,0,0,,
Frank,Schwindel,1B,O,4/25/21,,OAK,BAL,,,-1.5,8,4.2,2000,,,,0,0,,
Pablo,Reyes,2B,O,4/25/21,,MIL,CHC,,,-1.5,6.5,3.4,2000,,,,0,0,,
Blake,Swihart,C,O,4/25/21,,WAS,NYM,,,1.5,7.5,3.4,2000,,,,0,0,,
Socrates,Brito,OF,O,4/25/21,,NYY,CLE,,,-1.5,8,4.2,2000,,,,0,0,,
Jose,Altuve,2B,O,4/25/21,,HOU,LAA,,,-1.5,8.5,4.5,4800,2,8,20,0,0,,
Tim,Beckham,SS,O,4/25/21,,CWS,TEX,,,-1.5,7.5,4.3,2000,,,,0,0,,
Pete,Kozma,2B,O,4/25/21,,OAK,BAL,,,-1.5,8,4.2,2000,,,,0,0,,
Greg,Jones,SS,O,4/25/21,,TB,TOR,-1,,1.5,7.5,3.7,2000,,,,0,0,,
Josh,Jung,3B,O,4/25/21,,TEX,CWS,-1,,1.5,7.5,3.2,2000,,,,0,0,,
Seth,Beer,OF,O,4/25/21,,ARI,ATL,-1,,1.5,7,3,2000,,,,0,0,,
