first_name,last_name,position,injury_status,game_date,slate,team,opp,confirmed_order,starting_pitcher,spread,over_under,implied_team_score,salary,L5_ppg_floor,L5_ppg_avg,L5_ppg_max,ppg_projection,value_projection,ppg_actual,value_actual
Trea,Turner,2B,,8/27/21,,LAD,COL,,,,,,6000,0,9,15,11,1.83,,
Mookie,Betts,2B,,8/27/21,,LAD,COL,,,,,,5700,2,6.8,14,10.6,1.86,,
Keegan,Thompson,P,,8/27/21,,CHC,CWS,,YES,1.5,9.5,3.9,5200,0,0,0,10.6,2.04,,
Bo,Bichette,SS,,8/27/21,,TOR,DET,1,,-1.5,9.5,5.3,4700,0,7,16,10.5,2.23,,
Andrew,Albers,P,,8/27/21,,MIN,MIL,,,1.5,9.5,4.5,6000,0,0,0,10.4,1.73,,
Pete,Alonso,1B,,8/27/21,,NYM,WAS,,,-1.5,9,5.2,5200,3,7.8,12,10.3,1.98,,
Marcus,Semien,2B,,8/27/21,,TOR,DET,2,,-1.5,9.5,5.3,5000,0,7.2,21,10.2,2.04,,
Xander,Bogaerts,SS,,8/27/21,,BOS,CLE,,,-1.5,10,5.8,5700,0,5.8,12,10.2,1.79,,
Teoscar,Hernandez,OF,,8/27/21,,TOR,DET,4,,-1.5,9.5,5.3,4800,0,3.6,10,10.1,2.1,,
Yordan,Alvarez,OF,,8/27/21,,HOU,TEX,4,,-1.5,9,5.2,5600,0,6.4,15,9.9,1.77,,
Rafael,Devers,3B,,8/27/21,,BOS,CLE,,,-1.5,10,5.8,5900,0,7.8,19,9.9,1.68,,
Logan,Allen,P,,8/27/21,,CLE,BOS,,,1.5,10,4.2,4700,0,0,0,9.8,2.09,,
Austin,Meadows,OF,,8/27/21,,TB,BAL,4,,-1.5,10,6,4700,0,6,20,9.8,2.09,,
Jose,Ramirez,3B,,8/27/21,,CLE,BOS,,,1.5,10,4.2,5700,0,13.2,33,9.6,1.68,,
Dillon,Peters,P,,8/27/21,,PIT,STL,,YES,1.5,8.5,3.7,6200,8.7,10.8,12.9,9.6,1.55,,
Kyle,Freeland,P,,8/27/21,,COL,LAD,,,,,,7000,0,18.2,27.6,9.5,1.36,,
Glenn,Otto,P,,8/27/21,,TEX,HOU,,YES,1.5,9,3.8,5300,,,,9.5,1.79,,
Manny,Machado,3B,,8/27/21,,SD,LAA,,,,,,4900,2,4.2,10,9.4,1.92,,
Wander,Franco,SS,,8/27/21,,TB,BAL,3,,-1.5,10,6,5300,5,15.2,24,9.2,1.74,,
Juan,Soto,OF,,8/27/21,,WAS,NYM,3,,1.5,9,3.8,5800,0,7.6,15,9.2,1.59,,
Tyler,O'Neill,OF,DTD,8/27/21,,STL,PIT,3,,-1.5,8.5,4.8,4200,0,4.4,15,9.2,2.19,,
Jean,Segura,2B,,8/27/21,,PHI,ARI,2,,-1.5,8.5,5.2,5200,0,5.6,12,9.2,1.77,,
Kyle,Tucker,OF,,8/27/21,,HOU,TEX,7,,-1.5,9,5.2,3600,0,3.8,13,9.2,2.56,,
Packy,Naughton,P,,8/27/21,,LAA,SD,,,,,,4000,0,0,0,9.2,2.3,,
Nolan,Arenado,3B,,8/27/21,,STL,PIT,4,,-1.5,8.5,4.8,5800,0,5.2,12,9.2,1.59,,
Shohei,Ohtani,1B,,8/27/21,,LAA,SD,,,,,,6300,0,8.9,14.3,9.1,1.44,,
Jose,Abreu,1B,,8/27/21,,CWS,CHC,3,,-1.5,9.5,5.6,4800,2,7.6,19,9.1,1.9,,
Justin,Turner,3B,,8/27/21,,LAD,COL,,,,,,5500,0,3.4,10,9.1,1.65,,
Paul,Goldschmidt,1B,,8/27/21,,STL,PIT,2,,-1.5,8.5,4.8,6000,0,11.6,23,9.1,1.52,,
Yasmani,Grandal,C,,8/27/21,,CWS,CHC,6,,-1.5,9.5,5.6,5000,2,8.6,20,9.1,1.82,,
Mike,Zunino,C,,8/27/21,,TB,BAL,9,,-1.5,10,6,4700,0,7.2,17,9.1,1.94,,
Mitch,Haniger,OF,,8/27/21,,SEA,KC,2,,-1.5,8,4.6,4600,0,4.8,9,9.1,1.98,,
Trevor,Story,SS,DTD,8/27/21,,COL,LAD,,,,,,5200,0,3.4,17,9.1,1.75,,
Eloy,Jimenez,OF,,8/27/21,,CWS,CHC,4,,-1.5,9.5,5.6,4600,2,4.2,7,9,1.96,,
AJ,Pollock,OF,,8/27/21,,LAD,COL,,,,,,4400,5,9.4,16,9,2.05,,
Yuli,Gurriel,1B,,8/27/21,,HOU,TEX,3,,-1.5,9,5.2,5000,9,12.6,18,9,1.8,,
Michael,Brantley,OF,,8/27/21,,HOU,TEX,1,,-1.5,9,5.2,4000,0,5,10,8.9,2.23,,
Nick,Castellanos,OF,,8/27/21,,CIN,MIA,3,,-1.5,8,4.3,4200,3,8.2,16,8.8,2.1,,
Corey,Seager,SS,,8/27/21,,LAD,COL,,,,,,5500,2,6.6,14,8.8,1.6,,
Javier,Baez,SS,,8/27/21,,NYM,WAS,,,-1.5,9,5.2,4900,0,8.4,24,8.7,1.78,,
Brad,Miller,1B,,8/27/21,,PHI,ARI,5,,-1.5,8.5,5.2,3500,0,3.8,10,8.7,2.49,,
Eric,Haase,C,,8/27/21,,DET,TOR,5,,1.5,9.5,4.2,4600,0,5,10,8.7,1.89,,
Avisail,Garcia,OF,,8/27/21,,MIL,MIN,4,,-1.5,9.5,5,3900,3,9.6,17,8.7,2.23,,
Connor,Joe,OF,,8/27/21,,COL,LAD,,,,,,4100,0,10,20,8.7,2.12,,
Tommy,Pham,OF,,8/27/21,,SD,LAA,,,,,,4500,0,1.8,4,8.7,1.93,,
Aaron,Judge,OF,,8/27/21,,NYY,OAK,,,-1.5,8,4.4,5000,2,11.6,17,8.6,1.72,,
Carlos,Correa,SS,,8/27/21,,HOU,TEX,5,,-1.5,9,5.2,4900,3,7.4,17,8.6,1.76,,
Aledmys,Diaz,3B,,8/27/21,,HOU,TEX,2,,-1.5,9,5.2,3600,3,6.4,11,8.6,2.39,,
Dylan,Carlson,OF,,8/27/21,,STL,PIT,6,,-1.5,8.5,4.8,3600,0,5.8,12,8.6,2.39,,
Josh,Donaldson,3B,,8/27/21,,MIN,MIL,,,1.5,9.5,4.5,3700,0,8.8,17,8.6,2.32,,
Tim,Anderson,SS,,8/27/21,,CWS,CHC,1,,-1.5,9.5,5.6,5000,0,11.4,21,8.6,1.72,,
Luis,Robert,OF,,8/27/21,,CWS,CHC,2,,-1.5,9.5,5.6,4000,0,7.4,18,8.6,2.15,,
Jonathan,India,2B,,8/27/21,,CIN,MIA,1,,-1.5,8,4.3,4000,0,5.4,16,8.5,2.13,,
Kyle,Seager,3B,,8/27/21,,SEA,KC,4,,-1.5,8,4.6,4400,0,7.2,17,8.4,1.91,,
Yandy,Diaz,1B,,8/27/21,,TB,BAL,5,,-1.5,10,6,4600,0,6,10,8.4,1.83,,
Alex,Bregman,3B,,8/27/21,,HOU,TEX,6,,-1.5,9,5.2,4800,0,4.2,15,8.4,1.75,,
Starling,Marte,OF,,8/27/21,,OAK,NYY,,,1.5,8,3.6,5300,5,13.4,25,8.4,1.58,,
Jonathan,Schoop,1B,,8/27/21,,DET,TOR,2,,1.5,9.5,4.2,4600,0,6.6,23,8.3,1.8,,
Lourdes,Gurriel Jr.,1B,,8/27/21,,TOR,DET,6,,-1.5,9.5,5.3,4300,0,5.4,11,8.3,1.93,,
Adolis,Garcia,OF,,8/27/21,,TEX,HOU,3,,1.5,9,3.8,3400,0,9.2,21,8.3,2.44,,
Ryan,Mountcastle,1B,,8/27/21,,BAL,TB,2,,1.5,10,4,3700,2,9.2,21,8.3,2.24,,
Byron,Buxton,OF,,8/27/21,,MIN,MIL,,,1.5,9.5,4.5,2900,5,9,17,8.3,2.86,,
Christian,Yelich,OF,,8/27/21,,MIL,MIN,3,,-1.5,9.5,5,4900,5,13.8,32,8.3,1.69,,
Robbie,Grossman,OF,,8/27/21,,DET,TOR,1,,1.5,9.5,4.2,3600,3,6.6,12,8.3,2.31,,
Ozzie,Albies,2B,,8/27/21,,ATL,SF,1,,-1.5,8.5,4.5,5900,0,4.4,8,8.2,1.39,,
Ty,France,1B,,8/27/21,,SEA,KC,3,,-1.5,8,4.6,4200,2,6.2,14,8.2,1.95,,
Bobby,Dalbec,1B,,8/27/21,,BOS,CLE,,,-1.5,10,5.8,3300,0,9.2,29,8.2,2.48,,
Didi,Gregorius,SS,,8/27/21,,PHI,ARI,4,,-1.5,8.5,5.2,3900,0,4.4,10,8.2,2.1,,
Manuel,Margot,OF,,8/27/21,,TB,BAL,7,,-1.5,10,6,2900,0,12,22,8.2,2.83,,
Kolten,Wong,2B,,8/27/21,,MIL,MIN,1,,-1.5,9.5,5,3700,2,12.8,26,8.1,2.19,,
Odubel,Herrera,OF,,8/27/21,,PHI,ARI,1,,-1.5,8.5,5.2,4000,0,6.4,25,8.1,2.03,,
Tommy,Edman,2B,,8/27/21,,STL,PIT,1,,-1.5,8.5,4.8,4300,0,11.2,21,8.1,1.88,,
Will,Smith,C,,8/27/21,,LAD,COL,,,,,,5300,,,,8.1,1.53,,
Mitch,Garver,C,DTD,8/27/21,,MIN,MIL,,,1.5,9.5,4.5,4200,2,6.8,15,8.1,1.93,,
Francisco,Lindor,SS,,8/27/21,,NYM,WAS,,,-1.5,9,5.2,5200,0,4.6,17,8.1,1.56,,
C.J.,Cron,1B,,8/27/21,,COL,LAD,,,,,,5600,2,10.4,23,8,1.43,,
J.D.,Davis,3B,,8/27/21,,NYM,WAS,,,-1.5,9,5.2,3800,0,6.4,22,8,2.11,,
Wil,Myers,OF,DTD,8/27/21,,SD,LAA,,,,,,3500,0,5,11,8,2.29,,
Freddie,Freeman,1B,,8/27/21,,ATL,SF,3,,-1.5,8.5,4.5,6200,0,6.4,10,7.8,1.26,,
Jake,Cronenworth,SS,,8/27/21,,SD,LAA,,,,,,4300,0,5.4,9,7.8,1.81,,
Chris,Taylor,3B,,8/27/21,,LAD,COL,,,,,,5100,3,9.2,17,7.8,1.53,,
Jared,Walsh,1B,,8/27/21,,LAA,SD,,,,,,4200,0,5.2,12,7.8,1.86,,
Michael,Conforto,OF,,8/27/21,,NYM,WAS,,,-1.5,9,5.2,3400,0,2.6,7,7.8,2.29,,
Miguel,Rojas,SS,,8/27/21,,MIA,CIN,1,,1.5,8,3.7,4200,0,4.2,13,7.7,1.83,,
Matt,Harvey,P,,8/27/21,,BAL,TB,,YES,1.5,10,4,5400,4,10.7,24.1,7.7,1.43,,
Buster,Posey,C,DTD,8/27/21,,SF,ATL,,,1.5,8.5,4.1,4300,0,2.4,5,7.7,1.79,,
Austin,Slater,OF,,8/27/21,,SF,ATL,,,1.5,8.5,4.1,2600,0,1.6,4,7.7,2.96,,
Joey,Wendle,3B,,8/27/21,,TB,BAL,6,,-1.5,10,6,4200,0,4.2,10,7.7,1.83,,
Kris,Bryant,3B,,8/27/21,,SF,ATL,,,1.5,8.5,4.1,5300,0,7.4,11,7.7,1.45,,
Corey,Dickerson,OF,,8/27/21,,TOR,DET,5,,-1.5,9.5,5.3,3100,0,6,16,7.7,2.48,,
Giancarlo,Stanton,OF,,8/27/21,,NYY,OAK,,,-1.5,8,4.4,4100,7,11.6,19,7.7,1.88,,
Kyle,Schwarber,OF,,8/27/21,,BOS,CLE,,,-1.5,10,5.8,4700,2,11.4,18,7.7,1.64,,
Cesar,Hernandez,2B,,8/27/21,,CWS,CHC,7,,-1.5,9.5,5.6,3500,0,4.4,12,7.7,2.2,,
Nathaniel,Lowe,1B,,8/27/21,,TEX,HOU,4,,1.5,9,3.8,3100,0,10.8,30,7.6,2.45,,
Alex,Verdugo,OF,,8/27/21,,BOS,CLE,,,-1.5,10,5.8,3400,0,11.2,29,7.6,2.24,,
Matt,Manning,P,,8/27/21,,DET,TOR,,YES,1.5,9.5,4.2,5800,-3,6.3,10.7,7.6,1.31,,
Miguel,Cabrera,1B,,8/27/21,,DET,TOR,4,,1.5,9.5,4.2,3100,0,6.2,12,7.6,2.45,,
Joey,Votto,1B,,8/27/21,,CIN,MIA,4,,-1.5,8,4.3,4700,0,4,7,7.6,1.62,,
Ke'Bryan,Hayes,3B,,8/27/21,,PIT,STL,2,,1.5,8.5,3.7,4100,3,10.8,16,7.6,1.85,,
Yoan,Moncada,3B,,8/27/21,,CWS,CHC,5,,-1.5,9.5,5.6,4300,5,8.4,11,7.5,1.74,,
Whit,Merrifield,2B,,8/27/21,,KC,SEA,,,1.5,8,3.5,4700,0,15.4,28,7.5,1.6,,
Jeimer,Candelario,3B,,8/27/21,,DET,TOR,3,,1.5,9.5,4.2,4500,0,5.6,8,7.5,1.67,,
Tyler,Naquin,OF,,8/27/21,,CIN,MIA,2,,-1.5,8,4.3,2700,6,13.2,32,7.5,2.78,,
Luis,Urias,3B,,8/27/21,,MIL,MIN,2,,-1.5,9.5,5,3700,3,5.8,9,7.5,2.03,,
Harrison,Bader,OF,,8/27/21,,STL,PIT,8,,-1.5,8.5,4.8,2800,0,4,13,7.5,2.68,,
Freddy,Galvis,SS,,8/27/21,,PHI,ARI,6,,-1.5,8.5,5.2,3700,0,3.6,7,7.5,2.03,,
Brendan,Rodgers,2B,,8/27/21,,COL,LAD,,,,,,4800,0,5.6,10,7.5,1.56,,
Jesus,Aguilar,1B,,8/27/21,,MIA,CIN,3,,1.5,8,3.7,3400,0,5.6,12,7.5,2.21,,
Franmil,Reyes,OF,,8/27/21,,CLE,BOS,,,1.5,10,4.2,5200,2,9,22,7.5,1.44,,
Brandon,Nimmo,OF,,8/27/21,,NYM,WAS,,,-1.5,9,5.2,4000,3,11.2,23,7.4,1.85,,
Isiah,Kiner-Falefa,SS,,8/27/21,,TEX,HOU,1,,1.5,9,3.8,4000,5,10.2,20,7.4,1.85,,
J.P.,Crawford,SS,,8/27/21,,SEA,KC,1,,-1.5,8,4.6,3900,2,4.8,12,7.4,1.9,,
Austin,Riley,3B,,8/27/21,,ATL,SF,4,,-1.5,8.5,4.5,5400,0,7.2,15,7.4,1.37,,
Andrew,Vaughn,OF,,8/27/21,,CWS,CHC,8,,-1.5,9.5,5.6,2700,0,2.8,5,7.3,2.7,,
Lorenzo,Cain,OF,,8/27/21,,MIL,MIN,5,,-1.5,9.5,5,2700,0,3.6,9,7.3,2.7,,
Patrick,Wisdom,3B,,8/27/21,,CHC,CWS,3,,1.5,9.5,3.9,5000,3,7.4,11,7.3,1.46,,
Salvador,Perez,C,,8/27/21,,KC,SEA,,,1.5,8,3.5,5600,0,7.2,14,7.3,1.3,,
Derek,Hill,OF,,8/27/21,,DET,TOR,9,,1.5,9.5,4.2,2500,0,4.8,10,7.3,2.92,,
Rowdy,Tellez,1B,,8/27/21,,MIL,MIN,6,,-1.5,9.5,5,2700,0,2,7,7.3,2.7,,
Christian,Vazquez,C,,8/27/21,,BOS,CLE,,,-1.5,10,5.8,2900,3,6.4,10,7.2,2.48,,
Michael,Chavis,1B,,8/27/21,,PIT,STL,3,,1.5,8.5,3.7,3500,0,7.2,21,7.2,2.06,,
Yadier,Molina,C,,8/27/21,,STL,PIT,5,,-1.5,8.5,4.8,3900,3,5.2,10,7.2,1.85,,
Jorge,Soler,OF,,8/27/21,,ATL,SF,2,,-1.5,8.5,4.5,4400,5,7.8,10,7.2,1.64,,
Kevin,Kiermaier,OF,,8/27/21,,TB,BAL,8,,-1.5,10,6,2600,2,7.2,14,7.1,2.73,,
Luis,Torrens,C,,8/27/21,,SEA,KC,6,,-1.5,8,4.6,3300,0,5,17,7.1,2.15,,
Josh,Rojas,OF,,8/27/21,,ARI,PHI,1,,1.5,8.5,3.3,4300,0,5,16,7.1,1.65,,
Austin,Nola,C,,8/27/21,,SD,LAA,,,,,,3000,0,3.8,14,7.1,2.37,,
DJ,LeMahieu,2B,,8/27/21,,NYY,OAK,,,-1.5,8,4.4,3600,0,7.6,18,7.1,1.97,,
Jorge,Polanco,2B,,8/27/21,,MIN,MIL,,,1.5,9.5,4.5,3900,0,10.8,20,7,1.79,,
Myles,Straw,OF,,8/27/21,,CLE,BOS,,,1.5,10,4.2,2700,0,6,12,7,2.59,,
Victor,Robles,OF,,8/27/21,,WAS,NYM,1,,1.5,9,3.8,2000,0,3.8,9,7,3.5,,
Trey,Mancini,1B,,8/27/21,,BAL,TB,3,,1.5,10,4,3900,5,8,10,7,1.79,,
Dansby,Swanson,SS,,8/27/21,,ATL,SF,5,,-1.5,8.5,4.5,5400,7,9.8,14,7,1.3,,
Colin,Moran,1B,,8/27/21,,PIT,STL,4,,1.5,8.5,3.7,4000,0,8,20,6.9,1.73,,
Dominic,Smith,OF,,8/27/21,,NYM,WAS,,,-1.5,9,5.2,3500,0,3,13,6.9,1.97,,
Mike,Moustakas,3B,,8/27/21,,CIN,MIA,5,,-1.5,8,4.3,4200,0,4.8,15,6.9,1.64,,
Jazz,Chisholm Jr.,2B,,8/27/21,,MIA,CIN,2,,1.5,8,3.7,4500,0,7.2,13,6.9,1.53,,
Pavin,Smith,OF,,8/27/21,,ARI,PHI,3,,1.5,8.5,3.3,3100,0,5.6,11,6.9,2.23,,
Daulton,Varsho,C,,8/27/21,,ARI,PHI,6,,1.5,8.5,3.3,3800,0,9.6,36,6.9,1.82,,
Andrew,Benintendi,OF,,8/27/21,,KC,SEA,,,1.5,8,3.5,3100,0,6,24,6.9,2.23,,
Anthony,Santander,OF,,8/27/21,,BAL,TB,4,,1.5,10,4,2800,0,14.6,34,6.9,2.46,,
Ramon,Urias,2B,,8/27/21,,BAL,TB,6,,1.5,10,4,2800,6,15.4,24,6.9,2.46,,
Amed,Rosario,SS,,8/27/21,,CLE,BOS,,,1.5,10,4.2,4000,2,9.2,17,6.9,1.73,,
Cedric,Mullins,OF,,8/27/21,,BAL,TB,1,,1.5,10,4,4200,0,9,19,6.8,1.62,,
Abraham,Toro,2B,,8/27/21,,SEA,KC,5,,-1.5,8,4.6,4000,3,7.4,11,6.8,1.7,,
Dylan,Moore,OF,,8/27/21,,SEA,KC,9,,-1.5,8,4.6,2800,0,2.2,5,6.8,2.43,,
Ben,Gamel,OF,,8/27/21,,PIT,STL,1,,1.5,8.5,3.7,2600,0,5.8,15,6.8,2.62,,
Wilson,Ramos,C,,8/27/21,,CLE,BOS,,,1.5,10,4.2,2700,0,3.2,6,6.8,2.52,,
Jarred,Kelenic,OF,,8/27/21,,SEA,KC,8,,-1.5,8,4.6,2500,0,4.6,17,6.8,2.72,,
Darin,Ruf,1B,,8/27/21,,SF,ATL,,,1.5,8.5,4.1,3100,0,6,13,6.8,2.19,,
Brent,Rooker,OF,,8/27/21,,MIN,MIL,,,1.5,9.5,4.5,2700,0,4.6,11,6.8,2.52,,
Charlie,Blackmon,OF,,8/27/21,,COL,LAD,,,,,,5500,0,8.4,17,6.8,1.24,,
Wilmer,Flores,1B,,8/27/21,,SF,ATL,,,1.5,8.5,4.1,3600,0,3.2,13,6.8,1.89,,
David,Bote,2B,,8/27/21,,CHC,CWS,5,,1.5,9.5,3.9,3400,0,4,10,6.8,2,,
Miguel,Sano,1B,,8/27/21,,MIN,MIL,,,1.5,9.5,4.5,3700,2,10,23,6.7,1.81,,
Tom,Murphy,C,,8/27/21,,SEA,KC,7,,-1.5,8,4.6,3100,0,3,10,6.7,2.16,,
Yairo,Munoz,3B,,8/27/21,,BOS,CLE,,,-1.5,10,5.8,2000,0,7.8,20,6.7,3.35,,
Andrew,Velazquez,SS,,8/27/21,,NYY,OAK,,,-1.5,8,4.4,2000,4,7.8,10,6.7,3.35,,
Willi,Castro,2B,,8/27/21,,DET,TOR,7,,1.5,9.5,4.2,2700,0,7.6,20,6.7,2.48,,
Jace,Peterson,1B,,8/27/21,,MIL,MIN,8,,-1.5,9.5,5,2800,2,7,14,6.7,2.39,,
Mike,Yastrzemski,OF,,8/27/21,,SF,ATL,,,1.5,8.5,4.1,4100,0,4.4,9,6.7,1.63,,
David,Peralta,OF,DTD,8/27/21,,ARI,PHI,5,,1.5,8.5,3.3,2900,0,8.2,18,6.7,2.31,,
Anthony,Rizzo,1B,,8/27/21,,NYY,OAK,,,-1.5,8,4.4,3400,0,5,12,6.6,1.94,,
Manny,Pina,C,,8/27/21,,MIL,MIN,7,,-1.5,9.5,5,3300,0,6,13,6.6,2,,
Jake,Meyers,OF,,8/27/21,,HOU,TEX,8,,-1.5,9,5.2,2400,0,8,16,6.6,2.75,,
Travis,Jankowski,OF,,8/27/21,,PHI,ARI,7,,-1.5,8.5,5.2,2600,0,4.6,13,6.6,2.54,,
Jonathan,Villar,SS,,8/27/21,,NYM,WAS,,,-1.5,9,5.2,4200,0,6.6,12,6.5,1.55,,
Matt,Olson,1B,,8/27/21,,OAK,NYY,,,1.5,8,3.6,4900,3,6.4,15,6.5,1.33,,
Brian,Anderson,3B,,8/27/21,,MIA,CIN,5,,1.5,8,3.7,3500,0,9.8,15,6.5,1.86,,
Carlos,Santana,1B,DTD,8/27/21,,KC,SEA,,,1.5,8,3.5,3300,0,5.8,21,6.5,1.97,,
Jason,Martin,OF,,8/27/21,,TEX,HOU,7,,1.5,9,3.8,2300,0,5,13,6.5,2.83,,
Joey,Gallo,OF,,8/27/21,,NYY,OAK,,,-1.5,8,4.4,4100,2,7,13,6.5,1.59,,
Yoshi,Tsutsugo,1B,,8/27/21,,PIT,STL,6,,1.5,8.5,3.7,3100,0,3.6,9,6.5,2.1,,
Max,Muncy,1B,DTD,8/27/21,,LAD,COL,,,,,,6100,0,3.2,12,6.4,1.05,,
Willians,Astudillo,1B,,8/27/21,,MIN,MIL,,,1.5,9.5,4.5,2300,0,2.8,9,6.4,2.78,,
Jorge,Alfaro,C,,8/27/21,,MIA,CIN,4,,1.5,8,3.7,3000,0,7.4,14,6.4,2.13,,
Josh,Bell,1B,,8/27/21,,WAS,NYM,4,,1.5,9,3.8,4000,0,6.6,9,6.4,1.6,,
Edmundo,Sosa,2B,,8/27/21,,STL,PIT,7,,-1.5,8.5,4.8,2300,4,8.2,16,6.4,2.78,,
Michael,Hermosillo,OF,,8/27/21,,CHC,CWS,1,,1.5,9.5,3.9,2700,0,2.6,10,6.4,2.37,,
Daz,Cameron,OF,,8/27/21,,DET,TOR,6,,1.5,9.5,4.2,2400,0,4.8,12,6.4,2.67,,
Max,Kepler,OF,,8/27/21,,MIN,MIL,,,1.5,9.5,4.5,4100,2,6.6,13,6.3,1.54,,
Gio,Urshela,3B,,8/27/21,,NYY,OAK,,,-1.5,8,4.4,3100,0,2,4,6.3,2.03,,
Sam,Hilliard,OF,,8/27/21,,COL,LAD,,,,,,2200,0,4.8,15,6.3,2.86,,
Jake,Marisnick,OF,,8/27/21,,SD,LAA,,,,,,3300,0,0,0,6.3,1.91,,
Josh,VanMeter,2B,,8/27/21,,ARI,PHI,2,,1.5,8.5,3.3,2100,0,3.6,9,6.3,3,,
Ryan,McMahon,3B,,8/27/21,,COL,LAD,,,,,,5200,0,5,17,6.2,1.19,,
Leury,Garcia,OF,,8/27/21,,CWS,CHC,9,,-1.5,9.5,5.6,3500,0,10,21,6.2,1.77,,
Kyle,Farmer,SS,,8/27/21,,CIN,MIA,6,,-1.5,8,4.3,3000,0,4,7,6.2,2.07,,
Max,Stassi,C,,8/27/21,,LAA,SD,,,,,,4000,0,9.4,17,6.1,1.53,,
Travis,d'Arnaud,C,,8/27/21,,ATL,SF,6,,-1.5,8.5,4.5,3800,0,9.8,24,6.1,1.61,,
Elias,Diaz,C,,8/27/21,,COL,LAD,,,,,,4900,2,10.4,23,6.1,1.24,,
Joc,Pederson,OF,,8/27/21,,ATL,SF,8,,-1.5,8.5,4.5,3600,0,2,10,6.1,1.69,,
Nick,Solak,2B,,8/27/21,,TEX,HOU,6,,1.5,9,3.8,2500,0,8.2,17,6.1,2.44,,
Trent,Grisham,OF,,8/27/21,,SD,LAA,,,,,,4300,0,5.6,10,6.1,1.42,,
David,Fletcher,2B,,8/27/21,,LAA,SD,,,,,,4100,0,3.2,10,6,1.46,,
Hunter,Dozier,3B,,8/27/21,,KC,SEA,,,1.5,8,3.5,2600,0,5.4,15,6,2.31,,
Lane,Thomas,OF,,8/27/21,,WAS,NYM,6,,1.5,9,3.8,2200,0,9.8,21,6,2.73,,
