first_name,last_name,position,injury_status,game_date,slate,team,opp,confirmed_order,starting_pitcher,spread,over_under,implied_team_score,salary,L5_ppg_floor,L5_ppg_avg,L5_ppg_max,ppg_projection,value_projection,ppg_actual,value_actual
Jon,Lester,P,,5/6/21,,WAS,ATL,,,1.5,9,4.4,6400,-6.2,10.4,26.5,12.1,1.89,,
Trea,Turner,SS,,5/6/21,,WAS,ATL,,,1.5,9,4.4,5300,0,8.4,18,10.9,2.06,,
Byron,Buxton,OF,,5/6/21,,MIN,TEX,2,,-1.5,8.5,4.8,5800,0,8.2,15,10.7,1.84,,
Freddie,Freeman,1B,,5/6/21,,ATL,WAS,-1,,-1.5,9,4.6,5600,0,2.2,5,10.4,1.86,,
Marcell,Ozuna,OF,,5/6/21,,ATL,WAS,3,,-1.5,9,4.6,4800,0,7.8,17,10.2,2.13,,
Mike,Fiers,P,,5/6/21,,OAK,TOR,,,1.5,8.5,4,6200,1.1,10.7,19.3,10.1,1.63,,
Jordan,Lyles,P,,5/6/21,,TEX,MIN,,YES,1.5,8.5,3.7,5600,0,0,0,10.1,1.8,,
Nelson,Cruz,OF,,5/6/21,,MIN,TEX,3,,-1.5,8.5,4.8,5300,0,5.4,9,9.7,1.83,,
Xander,Bogaerts,SS,,5/6/21,,BOS,DET,,,-1.5,8,4.6,5100,7,13,20,9.6,1.88,,
Josh,Donaldson,3B,,5/6/21,,MIN,TEX,-1,,-1.5,8.5,4.8,5100,2,8.2,22,9.6,1.88,,
Ozzie,Albies,2B,,5/6/21,,ATL,WAS,2,,-1.5,9,4.6,4700,3,6.8,10,9.4,2,,
Max,Kepler,OF,,5/6/21,,MIN,TEX,1,,-1.5,8.5,4.8,3400,0,4.4,10,9.3,2.74,,
Rafael,Devers,3B,,5/6/21,,BOS,DET,,,-1.5,8,4.6,5200,2,8.6,12,9.2,1.77,,
J.D.,Martinez,OF,,5/6/21,,BOS,DET,,,-1.5,8,4.6,5200,0,12,21,9.2,1.77,,
Alex,Verdugo,OF,DTD,5/6/21,,BOS,DET,,,-1.5,8,4.6,4200,4,8.2,12,8.8,2.1,,
Aaron,Judge,OF,,5/6/21,,NYY,HOU,3,,-1.5,7.5,4.4,4900,0,9.8,22,8.7,1.78,,
Whit,Merrifield,2B,,5/6/21,,KC,CLE,1,,-1.5,8,4.2,5100,3,12.2,21,8.6,1.69,,
Nolan,Arenado,3B,,5/6/21,,STL,NYM,4,,-1.5,8,4,4900,0,15.4,34,8.6,1.76,,
Jose,Ramirez,3B,,5/6/21,,CLE,KC,,,1.5,8,3.8,5700,4,10.8,23,8.5,1.49,,
Austin,Riley,3B,,5/6/21,,ATL,WAS,4,,-1.5,9,4.6,3900,0,4.8,14,8.5,2.18,,
Jorge,Polanco,2B,,5/6/21,,MIN,TEX,-1,,-1.5,8.5,4.8,4900,0,9,27,8.4,1.71,,
Miguel,Sano,1B,,5/6/21,,MIN,TEX,6,,-1.5,8.5,4.8,3300,0,4.2,11,8.3,2.52,,
Pete,Alonso,1B,,5/6/21,,NYM,STL,4,,1.5,8,4,5200,5,12.8,25,8.3,1.6,,
Bo,Bichette,SS,,5/6/21,,TOR,OAK,,,-1.5,8.5,4.5,5400,0,8.2,15,8.2,1.52,,
Salvador,Perez,C,,5/6/21,,KC,CLE,4,,-1.5,8,4.2,4800,0,8.4,21,8.2,1.71,,
Andrew,Benintendi,OF,,5/6/21,,KC,CLE,2,,-1.5,8,4.2,3000,7,11.6,19,8.1,2.7,,
Dansby,Swanson,SS,,5/6/21,,ATL,WAS,5,,-1.5,9,4.6,4100,0,5.2,15,8.1,1.98,,
Michael,Conforto,OF,,5/6/21,,NYM,STL,3,,1.5,8,4,3800,4,10.4,21,8.1,2.13,,
Giancarlo,Stanton,OF,,5/6/21,,NYY,HOU,2,,-1.5,7.5,4.4,4400,3,16.2,26,8,1.82,,
Ramon,Laureano,OF,,5/6/21,,OAK,TOR,,,1.5,8.5,4,4700,2,11.4,20,8,1.7,,
Jordan,Luplow,OF,,5/6/21,,CLE,KC,,,1.5,8,3.8,3700,0,4,6,8,2.16,,
Jorge,Soler,OF,,5/6/21,,KC,CLE,5,,-1.5,8,4.2,3200,0,6.6,17,8,2.5,,
Franmil,Reyes,OF,,5/6/21,,CLE,KC,,,1.5,8,3.8,4500,0,7.8,27,8,1.78,,
Joey,Gallo,OF,,5/6/21,,TEX,MIN,4,,1.5,8.5,3.7,3100,3,8.6,16,7.9,2.55,,
Robbie,Grossman,OF,,5/6/21,,DET,BOS,1,,1.5,8,3.4,3300,0,9.4,34,7.9,2.39,,
Vladimir,Guerrero Jr.,1B,,5/6/21,,TOR,OAK,,,-1.5,8.5,4.5,5500,0,10,21,7.9,1.44,,
Jeimer,Candelario,3B,,5/6/21,,DET,BOS,3,,1.5,8,3.4,3800,3,8.8,21,7.9,2.08,,
Starlin,Castro,3B,,5/6/21,,WAS,ATL,,,1.5,9,4.4,3200,0,4.8,10,7.8,2.44,,
Gleyber,Torres,SS,,5/6/21,,NYY,HOU,5,,-1.5,7.5,4.4,4400,5,9.4,13,7.8,1.77,,
Carlos,Santana,1B,,5/6/21,,KC,CLE,3,,-1.5,8,4.2,4800,0,6,14,7.7,1.6,,
Hunter,Dozier,3B,,5/6/21,,KC,CLE,6,,-1.5,8,4.2,3500,0,13.6,22,7.7,2.2,,
Yordan,Alvarez,OF,,5/6/21,,HOU,NYY,4,,1.5,7.5,3.1,4000,3,8,17,7.7,1.93,,
Jeff,McNeil,2B,,5/6/21,,NYM,STL,1,,1.5,8,4,4400,2,8,21,7.6,1.73,,
Tommy,Edman,2B,,5/6/21,,STL,NYM,1,,-1.5,8,4,4600,4,11.8,21,7.6,1.65,,
Francisco,Lindor,SS,,5/6/21,,NYM,STL,2,,1.5,8,4,5000,0,2,4,7.6,1.52,,
Paul,DeJong,SS,,5/6/21,,STL,NYM,5,,-1.5,8,4,4300,0,8.6,13,7.6,1.77,,
Nick,Solak,2B,,5/6/21,,TEX,MIN,2,,1.5,8.5,3.7,4300,0,5.8,10,7.5,1.74,,
DJ,LeMahieu,1B,,5/6/21,,NYY,HOU,1,,-1.5,7.5,4.4,5000,0,9,17,7.5,1.5,,
Isiah,Kiner-Falefa,SS,,5/6/21,,TEX,MIN,7,,1.5,8.5,3.7,4200,2,13,25,7.5,1.79,,
Jonathan,Schoop,1B,,5/6/21,,DET,BOS,2,,1.5,8,3.4,3000,0,3,7,7.5,2.5,,
Christian,Vazquez,C,,5/6/21,,BOS,DET,,,-1.5,8,4.6,4200,0,8.6,20,7.4,1.76,,
Yan,Gomes,C,,5/6/21,,WAS,ATL,,,1.5,9,4.4,3400,0,7.6,14,7.4,2.18,,
Mark,Canha,OF,,5/6/21,,OAK,TOR,,,1.5,8.5,4,4300,0,6.8,17,7.4,1.72,,
Josh,Harrison,2B,,5/6/21,,WAS,ATL,,,1.5,9,4.4,3800,0,7.4,18,7.4,1.95,,
Nate,Lowe,1B,,5/6/21,,TEX,MIN,3,,1.5,8.5,3.7,3600,7,10.8,18,7.4,2.06,,
Victor,Robles,OF,,5/6/21,,WAS,ATL,,,1.5,9,4.4,2700,0,4.2,10,7.3,2.7,,
Cesar,Hernandez,2B,,5/6/21,,CLE,KC,,,1.5,8,3.8,3800,0,7,12,7.3,1.92,,
Willie,Calhoun,OF,,5/6/21,,TEX,MIN,1,,1.5,8.5,3.7,2700,2,8.4,22,7.3,2.7,,
Didi,Gregorius,SS,,5/6/21,,PHI,MIL,4,,1.5,6.5,3.2,3800,0,9.6,15,7.2,1.89,,
Cavan,Biggio,3B,,5/6/21,,TOR,OAK,,,-1.5,8.5,4.5,3500,2,2.8,5,7.2,2.06,,
Gio,Urshela,3B,,5/6/21,,NYY,HOU,4,,-1.5,7.5,4.4,4000,2,5,8,7.2,1.8,,
Dominic,Smith,OF,,5/6/21,,NYM,STL,5,,1.5,8,4,4100,0,6.6,18,7.2,1.76,,
Hunter,Renfroe,OF,,5/6/21,,BOS,DET,,,-1.5,8,4.6,3100,0,8.6,22,7.1,2.29,,
Paul,Goldschmidt,1B,,5/6/21,,STL,NYM,3,,-1.5,8,4,5300,0,8.6,26,7.1,1.34,,
Jed,Lowrie,2B,,5/6/21,,OAK,TOR,,,1.5,8.5,4,4100,2,11.4,23,7.1,1.73,,
Matt,Olson,1B,,5/6/21,,OAK,TOR,,,1.5,8.5,4,4000,0,5.6,22,7.1,1.78,,
Kolten,Wong,2B,,5/6/21,,MIL,PHI,1,,-1.5,6.5,3.3,4000,0,5.8,17,7,1.75,,
JaCoby,Jones,OF,,5/6/21,,DET,BOS,7,,1.5,8,3.4,2800,0,7.2,15,7,2.5,,
Jose,Altuve,2B,,5/6/21,,HOU,NYY,1,,1.5,7.5,3.1,4500,0,3.4,12,7,1.56,,
Adolis,Garcia,OF,,5/6/21,,TEX,MIN,5,,1.5,8.5,3.7,3000,2,7.6,17,6.9,2.3,,
Wilson,Ramos,C,,5/6/21,,DET,BOS,4,,1.5,8,3.4,4000,0,2,5,6.9,1.73,,
Brad,Miller,1B,,5/6/21,,PHI,MIL,2,,1.5,6.5,3.2,3200,0,4,11,6.9,2.16,,
Victor,Reyes,OF,,5/6/21,,DET,BOS,8,,1.5,8,3.4,2500,0,4,20,6.8,2.72,,
Alex,Bregman,3B,,5/6/21,,HOU,NYY,3,,1.5,7.5,3.1,4500,0,7.6,14,6.8,1.51,,
Marcus,Semien,2B,,5/6/21,,TOR,OAK,,,-1.5,8.5,4.5,4600,3,8.8,21,6.8,1.48,,
Matt,Chapman,3B,,5/6/21,,OAK,TOR,,,1.5,8.5,4,4300,5,7.2,10,6.8,1.58,,
Marwin,Gonzalez,1B,,5/6/21,,BOS,DET,,,-1.5,8,4.6,3400,0,4.6,10,6.7,1.97,,
Ryan,Zimmerman,1B,,5/6/21,,WAS,ATL,,,1.5,9,4.4,4200,0,7.4,13,6.7,1.6,,
Eddie,Rosario,OF,,5/6/21,,CLE,KC,,,1.5,8,3.8,3600,0,9,17,6.6,1.83,,
Daniel,Vogelbach,1B,,5/6/21,,MIL,PHI,2,,-1.5,6.5,3.3,2600,0,5.4,9,6.6,2.54,,
Kyle,Tucker,OF,,5/6/21,,HOU,NYY,7,,1.5,7.5,3.1,2700,0,3.2,10,6.6,2.44,,
Niko,Goodrum,SS,,5/6/21,,DET,BOS,5,,1.5,8,3.4,4000,0,8.4,17,6.6,1.65,,
David,Dahl,OF,,5/6/21,,TEX,MIN,6,,1.5,8.5,3.7,2400,0,5.4,9,6.6,2.75,,
Andrew,McCutchen,OF,,5/6/21,,PHI,MIL,1,,1.5,6.5,3.2,4200,0,7.2,14,6.5,1.55,,
Jackie,Bradley Jr.,OF,,5/6/21,,MIL,PHI,5,,-1.5,6.5,3.3,3000,0,2.2,9,6.5,2.17,,
Ryan,O'Hearn,1B,,5/6/21,,KC,CLE,7,,-1.5,8,4.2,2600,0,5,13,6.5,2.5,,
Sean,Murphy,C,,5/6/21,,OAK,TOR,,,1.5,8.5,4,4100,0,7.8,15,6.5,1.59,,
Harold,Castro,1B,,5/6/21,,DET,BOS,6,,1.5,8,3.4,2400,0,1.4,4,6.5,2.71,,
Rhys,Hoskins,1B,,5/6/21,,PHI,MIL,3,,1.5,6.5,3.2,4900,2,6.8,17,6.4,1.31,,
Cristian,Pache,OF,,5/6/21,,ATL,WAS,7,,-1.5,9,4.6,2300,0,4.4,13,6.4,2.78,,
Randal,Grichuk,OF,,5/6/21,,TOR,OAK,,,-1.5,8.5,4.5,3800,0,7.6,15,6.4,1.68,,
Yuli,Gurriel,1B,,5/6/21,,HOU,NYY,5,,1.5,7.5,3.1,4500,0,6.4,13,6.4,1.42,,
Jonathan,Villar,2B,,5/6/21,,NYM,STL,7,,1.5,8,4,3300,0,2,8,6.4,1.94,,
Mike,Ford,1B,,5/6/21,,NYY,HOU,6,,-1.5,7.5,4.4,2800,0,1.2,4,6.4,2.29,,
Andrelton,Simmons,SS,,5/6/21,,MIN,TEX,8,,-1.5,8.5,4.8,3900,0,3.8,14,6.4,1.64,,
Travis,Shaw,3B,,5/6/21,,MIL,PHI,4,,-1.5,6.5,3.3,3300,0,6,14,6.4,1.94,,
Stephen,Piscotty,OF,,5/6/21,,OAK,TOR,,,1.5,8.5,4,2600,0,3.4,14,6.2,2.38,,
Tyrone,Taylor,OF,,5/6/21,,MIL,PHI,3,,-1.5,6.5,3.3,2100,0,2.8,7,6.2,2.95,,
Michael,Brantley,OF,,5/6/21,,HOU,NYY,2,,1.5,7.5,3.1,4100,0,7.8,20,6.2,1.51,,
Teoscar,Hernandez,OF,,5/6/21,,TOR,OAK,,,-1.5,8.5,4.5,4000,2,6.2,12,6.1,1.53,,
Dylan,Carlson,OF,DTD,5/6/21,,STL,NYM,2,,-1.5,8,4,3600,0,6.8,12,6.1,1.69,,
Harold,Ramirez,OF,,5/6/21,,CLE,KC,,,1.5,8,3.8,2200,0,7.4,17,6.1,2.77,,
Akil,Baddoo,OF,,5/6/21,,DET,BOS,9,,1.5,8,3.4,3600,0,1.8,7,6.1,1.69,,
Josh,Naylor,1B,,5/6/21,,CLE,KC,,,1.5,8,3.8,3200,0,11.6,21,6,1.88,,
Josh,Bell,1B,,5/6/21,,WAS,ATL,,,1.5,9,4.4,4100,0,7.4,19,6,1.46,,
Amed,Rosario,OF,,5/6/21,,CLE,KC,,,1.5,8,3.8,3700,0,10,26,5.9,1.59,,
Franchy,Cordero,OF,,5/6/21,,BOS,DET,,,-1.5,8,4.6,2200,0,0,0,5.9,2.68,,
Alec,Bohm,3B,,5/6/21,,PHI,MIL,5,,1.5,6.5,3.2,3400,0,5.4,17,5.8,1.71,,
Aaron,Hicks,OF,,5/6/21,,NYY,HOU,7,,-1.5,7.5,4.4,2900,4,9.6,17,5.8,2,,
Harrison,Bader,OF,,5/6/21,,STL,NYM,7,,-1.5,8,4,2700,3,8,13,5.8,2.15,,
Elvis,Andrus,SS,,5/6/21,,OAK,TOR,,,1.5,8.5,4,3000,0,1.6,3,5.7,1.9,,
Kyle,Schwarber,OF,,5/6/21,,WAS,ATL,,,1.5,9,4.4,3800,2,5.6,12,5.7,1.5,,
Lourdes,Gurriel Jr.,OF,,5/6/21,,TOR,OAK,,,-1.5,8.5,4.5,3400,0,6.2,10,5.6,1.65,,
James,McCann,C,,5/6/21,,NYM,STL,8,,1.5,8,4,3700,0,2.4,5,5.6,1.51,,
Charlie,Culberson,3B,,5/6/21,,TEX,MIN,8,,1.5,8.5,3.7,2900,3,8.4,19,5.5,1.9,,
Danny,Jansen,C,,5/6/21,,TOR,OAK,,,-1.5,8.5,4.5,2400,0,2.8,12,5.4,2.25,,
Luis,Urias,SS,,5/6/21,,MIL,PHI,6,,-1.5,6.5,3.3,3200,0,6.8,14,5.4,1.69,,
Kyle,Higashioka,C,,5/6/21,,NYY,HOU,8,,-1.5,7.5,4.4,3500,0,5.6,10,5.4,1.54,,
Carlos,Correa,SS,,5/6/21,,HOU,NYY,6,,1.5,7.5,3.1,4700,0,6,26,5.3,1.13,,
Willians,Astudillo,1B,,5/6/21,,MIN,TEX,4,,-1.5,8.5,4.8,3900,0,4.8,7,5.3,1.36,,
Juan,Soto,OF,DTD,5/6/21,,WAS,ATL,,,1.5,9,4.4,5000,0,3.6,12,5.3,1.06,,
Austin,Hedges,C,,5/6/21,,CLE,KC,,,1.5,8,3.8,3000,0,2.4,7,5.2,1.73,,
Yu,Chang,1B,,5/6/21,,CLE,KC,,,1.5,8,3.8,2100,0,2.2,7,5.2,2.48,,
Mitch,Moreland,1B,,5/6/21,,OAK,TOR,,,1.5,8.5,4,3400,0,5.6,11,5.1,1.5,,
Andrew,Knizner,C,,5/6/21,,STL,NYM,8,,-1.5,8,4,3000,0,2.6,7,4.9,1.63,,
Odubel,Herrera,OF,,5/6/21,,PHI,MIL,8,,1.5,6.5,3.2,2000,0,1.6,5,4.7,2.35,,
Yadiel,Hernandez,OF,,5/6/21,,WAS,ATL,,,1.5,9,4.4,3200,0,5.6,14,4.6,1.44,,
Martin,Maldonado,C,DTD,5/6/21,,HOU,NYY,9,,1.5,7.5,3.1,2000,0,3.4,13,4.5,2.25,,
Santiago,Espinal,3B,,5/6/21,,TOR,OAK,,,-1.5,8.5,4.5,3300,0,4,13,4.2,1.27,,
Christian,Arroyo,2B,DTD,5/6/21,,BOS,DET,,,-1.5,8,4.6,3100,0,3.8,8,4.2,1.35,,
Jake,Bauers,1B,,5/6/21,,CLE,KC,,,1.5,8,3.8,2700,0,4,9,4.1,1.52,,
Myles,Straw,OF,,5/6/21,,HOU,NYY,8,,1.5,7.5,3.1,2500,2,5.4,15,4,1.6,,
Alex,Avila,C,,5/6/21,,WAS,ATL,,,1.5,9,4.4,2900,0,5.6,18,4,1.38,,
Andrew,Knapp,C,,5/6/21,,PHI,MIL,6,,1.5,6.5,3.2,2800,0,3.6,9,3.9,1.39,,
Jordy,Mercer,2B,,5/6/21,,WAS,ATL,,,1.5,9,4.4,3100,0,3.2,8,3.9,1.26,,
Nicky,Lopez,SS,,5/6/21,,KC,CLE,9,,-1.5,8,4.2,2700,0,3.4,6,3.8,1.41,,
Nick,Maton,2B,,5/6/21,,PHI,MIL,7,,1.5,6.5,3.2,2900,0,4.2,15,3.8,1.31,,
Tony,Kemp,2B,,5/6/21,,OAK,TOR,,,1.5,8.5,4,2300,0,4.2,7,3.7,1.61,,
Kyle,Garlick,OF,,5/6/21,,MIN,TEX,5,,-1.5,8.5,4.8,2600,0,4.8,16,3.7,1.42,,
Clint,Frazier,OF,,5/6/21,,NYY,HOU,9,,-1.5,7.5,4.4,2900,0,3,9,3.7,1.28,,
Ehire,Adrianza,2B,,5/6/21,,ATL,WAS,6,,-1.5,9,4.6,3900,0,1.4,5,3.6,0.92,,
Kevin,Pillar,OF,,5/6/21,,NYM,STL,6,,1.5,8,4,2400,0,6,14,3.6,1.5,,
Kevin,Plawecki,C,,5/6/21,,BOS,DET,,,-1.5,8,4.6,2600,0,2.2,8,3.2,1.23,,
Seth,Brown,1B,,5/6/21,,OAK,TOR,,,1.5,8.5,4,2900,0,2.4,12,3.1,1.07,,
Joe,Panik,2B,,5/6/21,,TOR,OAK,,,-1.5,8.5,4.5,2700,0,2,10,3.1,1.15,,
Billy,McKinney,OF,,5/6/21,,MIL,PHI,7,,-1.5,6.5,3.3,2100,0,4.2,10,3.1,1.48,,
Justin,Williams,OF,,5/6/21,,STL,NYM,6,,-1.5,8,4,2400,0,3,9,3.1,1.29,,
Ben,Rortvedt,C,,5/6/21,,MIN,TEX,9,,-1.5,8.5,4.8,2400,0,3,9,3,1.25,,
Bobby,Dalbec,1B,,5/6/21,,BOS,DET,,,-1.5,8,4.6,3500,0,0.8,2,3,0.86,,
Andrew,Stevenson,OF,,5/6/21,,WAS,ATL,,,1.5,9,4.4,2600,0,1.8,5,3,1.15,,
Jeff,Mathis,C,,5/6/21,,ATL,WAS,8,,-1.5,9,4.6,2100,0,3.8,11,2.9,1.38,,
Jonah,Heim,C,,5/6/21,,TEX,MIN,9,,1.5,8.5,3.7,2600,0,1.4,3,2.8,1.08,,
Austin,Allen,C,,5/6/21,,OAK,TOR,,,1.5,8.5,4,2700,0,1.2,3,2.7,1,,
Luke,Maile,C,,5/6/21,,MIL,PHI,8,,-1.5,6.5,3.3,2000,0,3.4,7,2.6,1.3,,
Andres,Gimenez,SS,,5/6/21,,CLE,KC,,,1.5,8,3.8,2800,0,0.6,3,2.5,0.89,,
Reese,McGuire,C,,5/6/21,,TOR,OAK,,,-1.5,8.5,4.5,2700,0,0.4,2,2.3,0.85,,
Jonathan,Davis,OF,,5/6/21,,TOR,OAK,,,-1.5,8.5,4.5,2000,0,1.6,6,1.7,0.85,,
Vimael,Machin,3B,,5/6/21,,OAK,TOR,,,1.5,8.5,4,2000,0,1.2,2,1.5,0.75,,
Nick,Gordon,SS,,5/6/21,,MIN,TEX,7,,-1.5,8.5,4.8,2000,,,,0.9,0.45,,
Adam,Haseley,OF,O,5/6/21,,PHI,MIL,-1,,1.5,6.5,3.2,2000,0,3,15,0,0,,
Robinson,Chirinos,C,O,5/6/21,,NYY,HOU,-1,,-1.5,7.5,4.4,2000,0,6.4,14,0,0,,
Josh,Jung,3B,O,5/6/21,,TEX,MIN,-1,,1.5,8.5,3.7,2000,,,,0,0,,
Buddy,Reed,OF,O,5/6/21,,OAK,TOR,,,1.5,8.5,4,2000,,,,0,0,,
Ronald,Torreyes,3B,O,5/6/21,,PHI,MIL,-1,,1.5,6.5,3.2,2600,0,0.6,3,0,0,,
Tristen,Lutz,OF,O,5/6/21,,MIL,PHI,-1,,-1.5,6.5,3.3,2000,,,,0,0,,
Cody,Thomas,OF,O,5/6/21,,OAK,TOR,,,1.5,8.5,4,2000,,,,0,0,,
Adrian,Sanchez,2B,O,5/6/21,,WAS,ATL,,,1.5,9,4.4,2000,,,,0,0,,
Frank,Schwindel,1B,O,5/6/21,,OAK,TOR,,,1.5,8.5,4,2000,,,,0,0,,
JT,Riddle,2B,O,5/6/21,,MIN,TEX,-1,,-1.5,8.5,4.8,2000,0,3,7,0,0,,
Socrates,Brito,OF,O,5/6/21,,NYY,HOU,,,-1.5,7.5,4.4,2000,,,,0,0,,
Freddy,Zamora,SS,O,5/6/21,,MIL,PHI,-1,,-1.5,6.5,3.3,2000,,,,0,0,,
Pete,Kozma,2B,O,5/6/21,,OAK,TOR,,,1.5,8.5,4,2000,,,,0,0,,
Nick,Dini,C,O,5/6/21,,KC,CLE,-1,,-1.5,8,4.2,2000,,,,0,0,,
Jeremy,Pena,SS,O,5/6/21,,HOU,NYY,-1,,1.5,7.5,3.1,2000,,,,0,0,,
Blake,Swihart,C,O,5/6/21,,WAS,ATL,,,1.5,9,4.4,2000,,,,0,0,,
Jacob,Robson,OF,O,5/6/21,,DET,BOS,-1,,1.5,8,3.4,2000,,,,0,0,,
