P,P,C,1B,2B,3B,SS,OF,OF,OF
Brandon Woodruff (18960556),Lucas Giolito (18960559),Yan Gomes (18960716),Anthony Rizzo (18960729),DJ LeMahieu (18960713),Carter Kieboom (18961068),Bo Bichette (18960609),Giancarlo Stanton (18960641),Joey Gallo (18960666),Byron Buxton (18960821)
Brandon Woodruff (18960556),Lucas Giolito (18960559),Yan Gomes (18960716),Anthony Rizzo (18960729),DJ LeMahieu (18960713),Yoan Moncada (18960687),Andrew Velazquez (18961252),Aaron Judge (18960597),George Springer (18960636),Byron Buxton (18960821)
Brandon Woodruff (18960556),Lucas Giolito (18960559),Gary Sanchez (18960681),Anthony Rizzo (18960729),DJ LeMahieu (18960713),Carter Kieboom (18961068),Bo Bichette (18960609),Joey Gallo (18960666),Luis Robert (18960692),Byron Buxton (18960821)
Brandon Woodruff (18960556),Lucas Giolito (18960559),Gary Sanchez (18960681),Luke Voit (18960790),DJ LeMahieu (18960713),Luis Arraez (18960864),Bo Bichette (18960609),Joey Gallo (18960666),Luis Robert (18960692),Byron Buxton (18960821)
Brandon Woodruff (18960556),Lucas Giolito (18960559),Gary Sanchez (18960681),Anthony Rizzo (18960729),DJ LeMahieu (18960713),Yoan Moncada (18960687),Nicky Lopez (18960845),George Springer (18960636),Joey Gallo (18960666),Byron Buxton (18960821)
Brandon Woodruff (18960556),Lucas Giolito (18960559),Yan Gomes (18960716),Ryan Zimmerman (18960835),Marcus Semien (18960600),Matt Chapman (18960624),Josh Harrison (18960753),George Springer (18960636),Byron Buxton (18960821),Chad Pinder (18960955)
Brandon Woodruff (18960556),Lucas Giolito (18960559),Yan Gomes (18960716),Anthony Rizzo (18960729),Josh Harrison (18960753),Matt Chapman (18960624),Elvis Andrus (18960901),George Springer (18960636),Luis Robert (18960692),Byron Buxton (18960821)
Brandon Woodruff (18960556),Lucas Giolito (18960559),Yan Gomes (18960716),Ryan Zimmerman (18960835),Josh Harrison (18960753),Matt Chapman (18960624),Bo Bichette (18960609),George Springer (18960636),Byron Buxton (18960821),Chad Pinder (18960955)
Brandon Woodruff (18960556),Lucas Giolito (18960559),Yan Gomes (18960716),Josh Bell (18960673),Josh Harrison (18960753),Luis Arraez (18960864),Elvis Andrus (18960901),Starling Marte (18960589),George Springer (18960636),Byron Buxton (18960821)
Brandon Woodruff (18960556),Lucas Giolito (18960559),Yan Gomes (18960716),Vladimir Guerrero Jr. (18960586),Josh Harrison (18960753),Luis Arraez (18960864),Elvis Andrus (18960901),George Springer (18960636),Mark Canha (18960680),Byron Buxton (18960821)
Brandon Woodruff (18960556),Lucas Giolito (18960559),Yan Gomes (18960716),Ryan Zimmerman (18960835),DJ LeMahieu (18960713),Matt Chapman (18960624),Josh Harrison (18960753),George Springer (18960636),Mark Canha (18960680),Byron Buxton (18960821)
Brandon Woodruff (18960556),Lucas Giolito (18960559),Yan Gomes (18960716),Ryan Zimmerman (18960835),Josh Harrison (18960753),Yoan Moncada (18960687),Elvis Andrus (18960901),Starling Marte (18960589),George Springer (18960636),Byron Buxton (18960821)
Walker Buehler (18960553),Lucas Giolito (18960559),Yan Gomes (18960716),Ryan Zimmerman (18960835),Josh Harrison (18960753),Matt Chapman (18960624),Elvis Andrus (18960901),George Springer (18960636),Luis Robert (18960692),Byron Buxton (18960821)
Brandon Woodruff (18960556),Lucas Giolito (18960559),Yan Gomes (18960716),Josh Bell (18960673),Josh Harrison (18960753),Matt Chapman (18960624),Elvis Andrus (18960901),George Springer (18960636),Andrew McCutchen (18960751),Byron Buxton (18960821)
Brandon Woodruff (18960556),Lucas Giolito (18960559),Yan Gomes (18960716),Ryan Zimmerman (18960835),Josh Harrison (18960753),Matt Chapman (18960624),Elvis Andrus (18960901),George Springer (18960636),Teoscar Hernandez (18960655),Byron Buxton (18960821)
Brandon Woodruff (18960556),Lucas Giolito (18960559),Yan Gomes (18960716),Jose Abreu (18960623),Josh Harrison (18960753),Carter Kieboom (18961068),Elvis Andrus (18960901),Starling Marte (18960589),George Springer (18960636),Byron Buxton (18960821)
Brandon Woodruff (18960556),Lucas Giolito (18960559),Keibert Ruiz (18960733),Josh Bell (18960673),Marcus Semien (18960600),Carter Kieboom (18961068),Bo Bichette (18960609),George Springer (18960636),Byron Buxton (18960821),Lane Thomas (18961006)
Walker Buehler (18960553),Lucas Giolito (18960559),Keibert Ruiz (18960733),Ryan Zimmerman (18960835),Marcus Semien (18960600),Carter Kieboom (18961068),Bo Bichette (18960609),George Springer (18960636),Byron Buxton (18960821),Lane Thomas (18961006)
Brandon Woodruff (18960556),Lucas Giolito (18960559),Keibert Ruiz (18960733),Ryan Zimmerman (18960835),Marcus Semien (18960600),Carter Kieboom (18961068),Bo Bichette (18960609),George Springer (18960636),Luis Robert (18960692),Lane Thomas (18961006)
Brandon Woodruff (18960556),Lucas Giolito (18960559),Keibert Ruiz (18960733),Josh Bell (18960673),Adrian Sanchez (18960976),Carter Kieboom (18961068),Bo Bichette (18960609),George Springer (18960636),Luis Robert (18960692),Byron Buxton (18960821)
Walker Buehler (18960553),Lucas Giolito (18960559),Keibert Ruiz (18960733),Josh Bell (18960673),Marcus Semien (18960600),Carter Kieboom (18961068),Josh Harrison (18960753),George Springer (18960636),Byron Buxton (18960821),Lane Thomas (18961006)
Brandon Woodruff (18960556),Lucas Giolito (18960559),Keibert Ruiz (18960733),Ryan Zimmerman (18960835),Marcus Semien (18960600),Carter Kieboom (18961068),Trevor Story (18960592),George Springer (18960636),Byron Buxton (18960821),Lane Thomas (18961006)
Walker Buehler (18960553),Lucas Giolito (18960559),Keibert Ruiz (18960733),Josh Bell (18960673),Josh Harrison (18960753),Carter Kieboom (18961068),Bo Bichette (18960609),George Springer (18960636),Byron Buxton (18960821),Lane Thomas (18961006)
Brandon Woodruff (18960556),Lucas Giolito (18960559),Keibert Ruiz (18960733),Ryan Zimmerman (18960835),Brandon Lowe (18960612),Carter Kieboom (18961068),Bo Bichette (18960609),George Springer (18960636),Byron Buxton (18960821),Lane Thomas (18961006)
Brandon Woodruff (18960556),Lucas Giolito (18960559),Keibert Ruiz (18960733),Ryan Zimmerman (18960835),Marcus Semien (18960600),Carter Kieboom (18961068),Bo Bichette (18960609),Fernando Tatis Jr. (18960581),Byron Buxton (18960821),Lane Thomas (18961006)
Brandon Woodruff (18960556),Lucas Giolito (18960559),Keibert Ruiz (18960733),Josh Bell (18960673),Marcus Semien (18960600),Carter Kieboom (18961068),Josh Harrison (18960753),George Springer (18960636),Luis Robert (18960692),Lane Thomas (18961006)
Brandon Woodruff (18960556),Lucas Giolito (18960559),Keibert Ruiz (18960733),Ryan Zimmerman (18960835),Adrian Sanchez (18960976),Carter Kieboom (18961068),Bo Bichette (18960609),Fernando Tatis Jr. (18960581),George Springer (18960636),Byron Buxton (18960821)
Brandon Woodruff (18960556),Lucas Giolito (18960559),Keibert Ruiz (18960733),Josh Bell (18960673),Josh Harrison (18960753),Carter Kieboom (18961068),Bo Bichette (18960609),George Springer (18960636),Luis Robert (18960692),Lane Thomas (18961006)
Brandon Woodruff (18960556),Lucas Giolito (18960559),Yan Gomes (18960716),Ryan Zimmerman (18960835),Garrett Hampson (18960773),Ryan McMahon (18960632),Trevor Story (18960592),George Springer (18960636),Byron Buxton (18960821),Sam Hilliard (18961000)
Brandon Woodruff (18960556),Lucas Giolito (18960559),Yan Gomes (18960716),C.J. Cron (18960598),Garrett Hampson (18960773),Carter Kieboom (18961068),Trevor Story (18960592),George Springer (18960636),Byron Buxton (18960821),Sam Hilliard (18961000)
Brandon Woodruff (18960556),Lucas Giolito (18960559),Elias Diaz (18960631),Ryan Zimmerman (18960835),Garrett Hampson (18960773),Josh Donaldson (18960720),Trevor Story (18960592),George Springer (18960636),Byron Buxton (18960821),Sam Hilliard (18961000)
Brandon Woodruff (18960556),Lucas Giolito (18960559),Elias Diaz (18960631),Anthony Rizzo (18960729),Garrett Hampson (18960773),Luis Arraez (18960864),Trevor Story (18960592),George Springer (18960636),Byron Buxton (18960821),Sam Hilliard (18961000)
Brandon Woodruff (18960556),Lucas Giolito (18960559),Elias Diaz (18960631),Jose Abreu (18960623),Garrett Hampson (18960773),Kevin Smith (18961112),Trevor Story (18960592),George Springer (18960636),Byron Buxton (18960821),Sam Hilliard (18961000)
Brandon Woodruff (18960556),Lucas Giolito (18960559),Yan Gomes (18960716),C.J. Cron (18960598),Garrett Hampson (18960773),Luis Arraez (18960864),Trevor Story (18960592),Luis Robert (18960692),Byron Buxton (18960821),Sam Hilliard (18961000)
Brandon Woodruff (18960556),Lucas Giolito (18960559),Elias Diaz (18960631),C.J. Cron (18960598),Yonny Hernandez (18960950),Carter Kieboom (18961068),Trevor Story (18960592),George Springer (18960636),Byron Buxton (18960821),Sam Hilliard (18961000)
Brandon Woodruff (18960556),Lucas Giolito (18960559),Elias Diaz (18960631),Ryan Zimmerman (18960835),Yonny Hernandez (18960950),Ryan McMahon (18960632),Trevor Story (18960592),George Springer (18960636),Byron Buxton (18960821),Sam Hilliard (18961000)
Brandon Woodruff (18960556),Lucas Giolito (18960559),Elias Diaz (18960631),Josh Bell (18960673),Garrett Hampson (18960773),Carter Kieboom (18961068),Trevor Story (18960592),George Springer (18960636),Byron Buxton (18960821),Sam Hilliard (18961000)
Brandon Woodruff (18960556),Lucas Giolito (18960559),Yan Gomes (18960716),Anthony Rizzo (18960729),Garrett Hampson (18960773),Ryan McMahon (18960632),Trevor Story (18960592),Luis Robert (18960692),Byron Buxton (18960821),Sam Hilliard (18961000)
Brandon Woodruff (18960556),Lucas Giolito (18960559),Yan Gomes (18960716),Anthony Rizzo (18960729),Garrett Hampson (18960773),Luis Arraez (18960864),Trevor Story (18960592),George Springer (18960636),Connor Joe (18960652),Sam Hilliard (18961000)
Brandon Woodruff (18960556),Lucas Giolito (18960559),Yan Gomes (18960716),Miguel Sano (18960755),Marcus Semien (18960600),Luis Arraez (18960864),Josh Harrison (18960753),George Springer (18960636),Max Kepler (18960697),Byron Buxton (18960821)
Brandon Woodruff (18960556),Lucas Giolito (18960559),Yan Gomes (18960716),Miguel Sano (18960755),Josh Harrison (18960753),Luis Arraez (18960864),Bo Bichette (18960609),George Springer (18960636),Max Kepler (18960697),Byron Buxton (18960821)
Brandon Woodruff (18960556),Lucas Giolito (18960559),Ben Rortvedt (18961173),Miguel Sano (18960755),Marcus Semien (18960600),Luis Arraez (18960864),Bo Bichette (18960609),George Springer (18960636),Luis Robert (18960692),Byron Buxton (18960821)
Brandon Woodruff (18960556),Lucas Giolito (18960559),Yan Gomes (18960716),Miguel Sano (18960755),Marcus Semien (18960600),Josh Donaldson (18960720),Andrelton Simmons (18961249),George Springer (18960636),Luis Robert (18960692),Byron Buxton (18960821)
Brandon Woodruff (18960556),Lucas Giolito (18960559),Salvador Perez (18960603),Miguel Sano (18960755),Marcus Semien (18960600),Luis Arraez (18960864),Andrelton Simmons (18961249),George Springer (18960636),Luis Robert (18960692),Byron Buxton (18960821)
Brandon Woodruff (18960556),Lucas Giolito (18960559),Yan Gomes (18960716),Josh Bell (18960673),Marcus Semien (18960600),Josh Donaldson (18960720),Andrelton Simmons (18961249),George Springer (18960636),Max Kepler (18960697),Byron Buxton (18960821)
Brandon Woodruff (18960556),Lucas Giolito (18960559),Ben Rortvedt (18961173),Ryan Zimmerman (18960835),Marcus Semien (18960600),Josh Donaldson (18960720),Bo Bichette (18960609),George Springer (18960636),Max Kepler (18960697),Byron Buxton (18960821)
Brandon Woodruff (18960556),Lucas Giolito (18960559),Ben Rortvedt (18961173),Anthony Rizzo (18960729),Marcus Semien (18960600),Luis Arraez (18960864),Bo Bichette (18960609),George Springer (18960636),Max Kepler (18960697),Byron Buxton (18960821)
Brandon Woodruff (18960556),Lucas Giolito (18960559),Yan Gomes (18960716),Miguel Sano (18960755),Yonny Hernandez (18960950),Josh Donaldson (18960720),Bo Bichette (18960609),George Springer (18960636),Max Kepler (18960697),Byron Buxton (18960821)
Brandon Woodruff (18960556),Lucas Giolito (18960559),Yan Gomes (18960716),Jose Abreu (18960623),Marcus Semien (18960600),Luis Arraez (18960864),Andrelton Simmons (18961249),George Springer (18960636),Max Kepler (18960697),Byron Buxton (18960821)
Brandon Woodruff (18960556),Lucas Giolito (18960559),Yan Gomes (18960716),Vladimir Guerrero Jr. (18960586),Josh Harrison (18960753),Josh Donaldson (18960720),Andrelton Simmons (18961249),George Springer (18960636),Max Kepler (18960697),Byron Buxton (18960821)
Brandon Woodruff (18960556),Lucas Giolito (18960559),Yan Gomes (18960716),Andrew Vaughn (18960990),Cesar Hernandez (18960770),Yoan Moncada (18960687),Bo Bichette (18960609),George Springer (18960636),Luis Robert (18960692),Byron Buxton (18960821)
Brandon Woodruff (18960556),Lucas Giolito (18960559),Yan Gomes (18960716),Andrew Vaughn (18960990),Josh Harrison (18960753),Yoan Moncada (18960687),Bo Bichette (18960609),Eloy Jimenez (18960637),Luis Robert (18960692),Byron Buxton (18960821)
Brandon Woodruff (18960556),Lucas Giolito (18960559),Yasmani Grandal (18960606),Andrew Vaughn (18960990),DJ LeMahieu (18960713),Yoan Moncada (18960687),Josh Harrison (18960753),George Springer (18960636),Luis Robert (18960692),Byron Buxton (18960821)
Brandon Woodruff (18960556),Lucas Giolito (18960559),Yan Gomes (18960716),Jose Abreu (18960623),Yonny Hernandez (18960950),Yoan Moncada (18960687),Josh Harrison (18960753),Eloy Jimenez (18960637),Luis Robert (18960692),Byron Buxton (18960821)
Brandon Woodruff (18960556),Lucas Giolito (18960559),Salvador Perez (18960603),Andrew Vaughn (18960990),Cesar Hernandez (18960770),Yoan Moncada (18960687),Josh Harrison (18960753),George Springer (18960636),Luis Robert (18960692),Byron Buxton (18960821)
Brandon Woodruff (18960556),Lucas Giolito (18960559),Yasmani Grandal (18960606),Jose Abreu (18960623),Cesar Hernandez (18960770),Kevin Smith (18961112),Josh Harrison (18960753),George Springer (18960636),Luis Robert (18960692),Byron Buxton (18960821)
Brandon Woodruff (18960556),Lucas Giolito (18960559),Yan Gomes (18960716),Andrew Vaughn (18960990),Brandon Lowe (18960612),Yoan Moncada (18960687),Josh Harrison (18960753),Eloy Jimenez (18960637),Luis Robert (18960692),Byron Buxton (18960821)
Brandon Woodruff (18960556),Lucas Giolito (18960559),Keibert Ruiz (18960733),Andrew Vaughn (18960990),Marcus Semien (18960600),Yoan Moncada (18960687),Josh Harrison (18960753),Eloy Jimenez (18960637),Luis Robert (18960692),Byron Buxton (18960821)
Brandon Woodruff (18960556),Lucas Giolito (18960559),Yan Gomes (18960716),Jose Abreu (18960623),Cesar Hernandez (18960770),Yoan Moncada (18960687),Elvis Andrus (18960901),George Springer (18960636),Luis Robert (18960692),Byron Buxton (18960821)
Brandon Woodruff (18960556),Lucas Giolito (18960559),Yan Gomes (18960716),Josh Bell (18960673),Cesar Hernandez (18960770),Yoan Moncada (18960687),Josh Harrison (18960753),Eloy Jimenez (18960637),Luis Robert (18960692),Byron Buxton (18960821)
Brandon Woodruff (18960556),Lucas Giolito (18960559),Yan Gomes (18960716),Jose Abreu (18960623),Kolten Wong (18960779),Yoan Moncada (18960687),Bo Bichette (18960609),Luis Robert (18960692),Byron Buxton (18960821),Andrew Vaughn (18960990)
Brandon Woodruff (18960556),Lucas Giolito (18960559),Jonah Heim (18960940),Vladimir Guerrero Jr. (18960586),Marcus Semien (18960600),Yonny Hernandez (18960950),Isiah Kiner-Falefa (18960710),George Springer (18960636),Byron Buxton (18960821),DJ Peters (18961043)
Brandon Woodruff (18960556),Lucas Giolito (18960559),Salvador Perez (18960603),Vladimir Guerrero Jr. (18960586),Yonny Hernandez (18960950),Ryan Dorow (18961148),Isiah Kiner-Falefa (18960710),George Springer (18960636),Adolis Garcia (18960772),Byron Buxton (18960821)
Brandon Woodruff (18960556),Lucas Giolito (18960559),Jonah Heim (18960940),Jose Abreu (18960623),Marcus Semien (18960600),Yonny Hernandez (18960950),Isiah Kiner-Falefa (18960710),George Springer (18960636),Adolis Garcia (18960772),Byron Buxton (18960821)
Brandon Woodruff (18960556),Lucas Giolito (18960559),Jonah Heim (18960940),Vladimir Guerrero Jr. (18960586),Yonny Hernandez (18960950),Ryan Dorow (18961148),Bo Bichette (18960609),George Springer (18960636),Adolis Garcia (18960772),Byron Buxton (18960821)
Brandon Woodruff (18960556),Lucas Giolito (18960559),Jonah Heim (18960940),Vladimir Guerrero Jr. (18960586),Marcus Semien (18960600),Ryan Dorow (18961148),Isiah Kiner-Falefa (18960710),George Springer (18960636),Adolis Garcia (18960772),Byron Buxton (18960821)
Brandon Woodruff (18960556),Lucas Giolito (18960559),Francisco Mejia (18960842),Nelson Cruz (18960596),Brandon Lowe (18960612),Carter Kieboom (18961068),Bo Bichette (18960609),George Springer (18960636),Byron Buxton (18960821),Kevin Kiermaier (18961127)
Brandon Woodruff (18960556),Lucas Giolito (18960559),Francisco Mejia (18960842),Nelson Cruz (18960596),Brandon Lowe (18960612),Josh Donaldson (18960720),Josh Harrison (18960753),George Springer (18960636),Byron Buxton (18960821),Kevin Kiermaier (18961127)
Brandon Woodruff (18960556),Lucas Giolito (18960559),Yan Gomes (18960716),Yandy Diaz (18960682),Brandon Lowe (18960612),Luis Arraez (18960864),Wander Franco (18960615),George Springer (18960636),Byron Buxton (18960821),Kevin Kiermaier (18961127)
Brandon Woodruff (18960556),Lucas Giolito (18960559),Yan Gomes (18960716),Nelson Cruz (18960596),Brandon Lowe (18960612),Carter Kieboom (18961068),Wander Franco (18960615),Luis Robert (18960692),Byron Buxton (18960821),Kevin Kiermaier (18961127)
Brandon Woodruff (18960556),Lucas Giolito (18960559),Yan Gomes (18960716),Ryan Zimmerman (18960835),Brandon Lowe (18960612),Joey Wendle (18960745),Wander Franco (18960615),George Springer (18960636),Byron Buxton (18960821),Kevin Kiermaier (18961127)
Brandon Woodruff (18960556),Lucas Giolito (18960559),Yan Gomes (18960716),Jose Abreu (18960623),Jean Segura (18960628),Ronald Torreyes (18960905),Freddy Galvis (18960807),George Springer (18960636),Andrew McCutchen (18960751),Byron Buxton (18960821)
Brandon Woodruff (18960556),Lucas Giolito (18960559),Rafael Marchan (18961052),Vladimir Guerrero Jr. (18960586),Jean Segura (18960628),Luis Arraez (18960864),Freddy Galvis (18960807),George Springer (18960636),Andrew McCutchen (18960751),Byron Buxton (18960821)
Brandon Woodruff (18960556),Lucas Giolito (18960559),Rafael Marchan (18961052),Vladimir Guerrero Jr. (18960586),Marcus Semien (18960600),Ronald Torreyes (18960905),Freddy Galvis (18960807),George Springer (18960636),Andrew McCutchen (18960751),Byron Buxton (18960821)
Brandon Woodruff (18960556),Lucas Giolito (18960559),Rafael Marchan (18961052),Jose Abreu (18960623),Jean Segura (18960628),Yoan Moncada (18960687),Freddy Galvis (18960807),George Springer (18960636),Andrew McCutchen (18960751),Byron Buxton (18960821)
Brandon Woodruff (18960556),Lucas Giolito (18960559),Rafael Marchan (18961052),Josh Bell (18960673),Jean Segura (18960628),Ronald Torreyes (18960905),Bo Bichette (18960609),George Springer (18960636),Andrew McCutchen (18960751),Byron Buxton (18960821)
Brandon Woodruff (18960556),Lucas Giolito (18960559),Martin Maldonado (18960964),Anthony Rizzo (18960729),Jose Altuve (18960585),Kevin Smith (18961112),Carlos Correa (18960626),George Springer (18960636),Kyle Tucker (18960696),Byron Buxton (18960821)
Brandon Woodruff (18960556),Lucas Giolito (18960559),Martin Maldonado (18960964),Ryan Zimmerman (18960835),Jose Altuve (18960585),Carter Kieboom (18961068),Carlos Correa (18960626),George Springer (18960636),Kyle Tucker (18960696),Byron Buxton (18960821)
Brandon Woodruff (18960556),Lucas Giolito (18960559),Martin Maldonado (18960964),Yuli Gurriel (18960601),Josh Harrison (18960753),Luis Arraez (18960864),Carlos Correa (18960626),George Springer (18960636),Kyle Tucker (18960696),Byron Buxton (18960821)
Brandon Woodruff (18960556),Lucas Giolito (18960559),Martin Maldonado (18960964),Josh Bell (18960673),Jose Altuve (18960585),Luis Arraez (18960864),Carlos Correa (18960626),George Springer (18960636),Byron Buxton (18960821),Jake Meyers (18960963)
Brandon Woodruff (18960556),Lucas Giolito (18960559),Martin Maldonado (18960964),Ryan Zimmerman (18960835),Marcus Semien (18960600),Alex Bregman (18960617),Carlos Correa (18960626),George Springer (18960636),Byron Buxton (18960821),Jake Meyers (18960963)
